id;name;continent;description;gdp_rank;population;official_languages;demand_level;avg_salary_usd;growth_trajectory;icon_emoji;keywords;top_industries;top_sectors;top_domains;top_careers;top_job_roles;top_skills;top_subjects;top_universities;top_courses;soft_skills_in_demand;interests;created_at
244f25e0-2bdc-4495-9122-edf31274c41b;Cambodia;;;;;;High;$80,000;Stable;🌍;;"[""News Media"",""Entertainment & Media"",""Hydropower"",""Mining Equipment""]";"[""Media & Entertainment"",""Digital Content & Social Media""]";"[""Content Creation & Media"",""Social Media Management"",""Public Administration"",""Journalism"",""Aquaculture""]";"[""Journalism & Media"",""Biotechnology"",""Architecture"",""Ecologist"",""Marine Conservation Biologist"",""Botanist""]";"[""Biochemist"",""Toxicologist"",""Biomedical Engineer""]";"[""Caffe""]";"[""Demography"",""Animal Behavior"",""Anatomy"",""African Studies""]";;"[""English for Career Development""]";"[""creativity"",""research"",""planning"",""Creativity"",""Attention to Detail"",""systems thinking"",""safety"",""empathy"",""innovation"",""Analytical Skills"",""Problem Solving"",""public health"",""analytical"",""Critical Thinking"",""Logical Thinking"",""Analytical Thinking"",""Innovation"",""Self-awareness"",""Emotional Intelligence"",""outdoors"",""negotiation"",""precision"",""service"",""problem-solving""]";"[""media"",""biology"",""engineering"",""fashion"",""design"",""art"",""arts"",""Design"",""Art"",""Visuals"",""environment"",""ocean"",""animals"",""energy"",""Environment"",""Sustainability"",""Technology"",""geology"",""math"",""technology"",""Data"",""Business"",""Programming"",""Computers""]";2026-04-27 04:22:19.979289+00
5bcb48fd-18ce-4400-94fd-3f23f6791177;South Korea;Asia;A country in the southern part of the Korean Peninsula. Known for its technological advancements.;10;51,269,185;"[""Korean""]";High;45000;Stable;🇰🇷;"[""technology"",""electronics"",""automotive"",""entertainment"",""semiconductors""]";"[""Electronics"",""Automotive"",""Semiconductors"",""Shipbuilding"",""Entertainment"",""Information Technology""]";"[""Consumer Electronics"",""Automotive Manufacturing"",""Semiconductor Fabrication"",""Information Technology"",""Biotechnology"",""Manufacturing""]";"[""Electrical Engineering"",""Computer Science"",""Materials Science"",""Mechanical Engineering"",""Business Administration"",""Biotechnology""]";"[""Electronics Engineer"",""Semiconductor Engineer"",""Product Manager"",""Data Analyst"",""Software Developer"",""Data Scientist""]";"[""Engineer"",""Developer"",""Analyst"",""Manager"",""Technician""]";"[""Quality Control"",""Korean Language"",""Software Development"",""AI/ML"",""Semiconductor Design"",""Anchor (Solana)""]";"[""Engineering"",""Computer Science"",""Materials Science"",""Business"",""Economics"",""Mechanical Engineering"",""Electrical Engineering""]";"[""Sungkyunkwan University"",""Seoul National University"",""KAIST"",""Korea Advanced Institute of Science and Technology (KAIST)"",""Yonsei University"",""Korea University"",""Korea Advanced Institute of Science and Technology"",""University of New South Wales""]";"[""Computer Science"",""Electrical Engineering"",""Materials Science"",""Business Administration"",""Semiconductor Engineering""]";"[""Innovation"",""Problem-Solving"",""Teamwork"",""Adaptability"",""Communication""]";"[""Technological Innovation"",""K-Pop and Entertainment"",""Automotive Industry"",""Semiconductor Advancement"",""Digital Transformation""]";2026-04-14 04:56:38.394444+00
3340031f-a968-412a-acb4-48d22043b769;Albania;;;;;;Medium;$80,000;Stable;🌍;;;;"[""Urban Planning"",""Public Administration""]";"[""Urban Planner"",""Urban Planning"",""Architecture""]";;;"[""Urban Planning"",""Demography""]";"[""University of Illinois Urbana-Champaign""]";;"[""analytical"",""Numeracy"",""Attention to Detail"",""Organization"",""precision"",""service"",""planning"",""negotiation"",""Leadership"",""creativity"",""Creativity"",""systems thinking"",""Technical Aptitude"",""Problem Solving"",""innovation"",""Analytical Skills"",""organization"",""Communication"",""empathy"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""problem-solving""]";"[""finance"",""Finance"",""Business"",""Accounting"",""Numbers"",""law"",""policy"",""risk"",""engineering"",""property"",""Management"",""Productivity"",""Data"",""fashion"",""design"",""art"",""arts"",""Design"",""Art"",""Visuals"",""technology"",""Technology"",""Cloud Computing"",""IT""]";2026-04-27 04:22:19.979289+00
5748e903-6cd5-4d14-9188-09032d4abf78;Ghana;Africa;A sovereign country in West Africa.;95;31,094,780;"[""English""]";Low;6000;Developing;🇬🇭;"[""gold"",""cocoa"",""oil and gas"",""agriculture"",""telecommunications""]";"[""Mining"",""Agriculture"",""Oil and Gas"",""Telecommunications"",""Manufacturing""]";"[""Resources"",""Agribusiness"",""Energy"",""Services"",""Construction""]";"[""Mining Engineering"",""Agricultural Science"",""Business Administration"",""Computer Science"",""Economics""]";"[""Telecommunications Technician"",""Accountant"",""Mining Engineer"",""Agronomist"",""Software Developer""]";"[""Engineer"",""Specialist"",""Developer"",""Manager"",""Analyst""]";"[""Agriculture"",""Sales"",""Mining"",""Digital Skills"",""English Language""]";"[""Mining Engineering"",""Agriculture"",""Business"",""Economics"",""Computer Science""]";"[""University of Ghana"",""Ghana Institute of Management and Public Administration"",""University of Professional Studies, Accra"",""University of Cape Coast"",""Kwame Nkrumah University of Science and Technology""]";"[""Mining Engineering"",""Agriculture"",""Business Administration"",""Computer Science"",""Economics""]";"[""Adaptability"",""Problem-Solving"",""Communication"",""Teamwork"",""Resilience""]";"[""Resource Extraction"",""Agricultural Development"",""Telecommunications Growth"",""Foreign Investment"",""Economic Stability""]";2026-04-14 04:56:46.932234+00
cabfa675-e18c-4b2f-aee4-72d101e2357f;Chile;South America;A long, narrow country occupying a thin strip of land on South America's western edge.;41;19,107,602;"[""Spanish""]";Medium;15000;Moderate;🇨🇱;"[""mining"",""agriculture"",""technology"",""salmon farming"",""renewable energy""]";"[""Mining"",""Agriculture"",""Forestry"",""Aquaculture"",""Technology"",""Information Technology""]";"[""Extractive Industries"",""Agribusiness"",""Fisheries"",""Technology"",""Services"",""Manufacturing""]";"[""Mining Engineering"",""Agricultural Engineering"",""Business Administration"",""Computer Science"",""Environmental Science""]";"[""Accountant"",""Mining Engineer"",""Agronomist"",""Aquaculture Specialist"",""Software Developer""]";"[""Engineer"",""Specialist"",""Developer"",""Analyst"",""Manager""]";"[""Data Analysis"",""Mining Operations"",""Spanish Language"",""Salmon Farming"",""Agricultural Management""]";"[""Mining Engineering"",""Agriculture"",""Business"",""Economics"",""Environmental Science"",""Computer Science""]";"[""University of Concepcion"",""Pontifical Catholic University of Chile"",""University of Santiago"",""Adolfo Ibáñez University"",""University of Chile"",""Pontificia Universidad Católica de Chile"",""Pontifical Catholic University Chile"",""Charles University Prague""]";"[""Mining Engineering"",""Agricultural Engineering"",""Business Administration"",""Computer Science"",""Economics""]";"[""Adaptability"",""Problem-Solving"",""Teamwork"",""Communication"",""Innovation""]";"[""Copper Production"",""Agribusiness"",""Renewable Energy"",""Technology Sector"",""Economic Diversification""]";2026-04-14 04:56:46.552892+00
de02dd48-ac87-47ef-9a75-628148a53b61;New Zealand;Oceania;A country consisting of two main islands in the southwestern Pacific Ocean.;52;5,080,912;"[""English"",""Māori""]";Medium;50000;Stable;🇳🇿;"[""agriculture"",""tourism"",""technology"",""film industry"",""renewable energy""]";"[""Agriculture"",""Tourism"",""Technology"",""Film Production"",""Manufacturing"",""Information Technology""]";"[""Agribusiness"",""Services"",""Information Technology"",""Creative Industries"",""Construction""]";"[""Agricultural Science"",""Business Administration"",""Computer Science"",""Environmental Science"",""Tourism Management"",""Film Studies""]";"[""Tourism Manager"",""Accountant"",""Agronomist"",""Software Developer"",""Film Editor""]";"[""Manager"",""Developer"",""Specialist"",""Analyst"",""Technician""]";"[""New Zealand English"",""Tourism Marketing"",""Sustainability"",""Digital Marketing"",""Agricultural Management""]";"[""Agriculture"",""Business"",""Computer Science"",""Tourism"",""Environmental Studies""]";"[""University of Auckland"",""Victoria University of Wellington"",""University of Otago"",""University of Canterbury"",""Massey University"",""University of New South Wales"",""New York University""]";"[""Agriculture"",""Business Management"",""Computer Science"",""Tourism"",""Environmental Science""]";"[""Communication"",""Adaptability"",""Problem-Solving"",""Teamwork"",""Customer Service""]";"[""Sustainable Agriculture"",""Tourism Promotion"",""Tech Innovation"",""Film Industry"",""Renewable Energy""]";2026-04-14 04:56:48.447483+00
8ccdd6b8-8207-4764-a10d-e448c2d8b8ae;Afghanistan;;;;;;High;$75,000;Steady;🌍;;;;"[""History"",""Public Administration"",""Business Administration"",""Human Resources""]";"[""Historian"",""Economist"",""Journalist"",""Sociologist"",""Archivist"",""Librarian"",""Museologist""]";"[""Economist"",""Journalist"",""Librarian"",""Archaeologist"",""Anthropologist"",""Chief of Staff""]";;"[""History"",""Asian Studies"",""Business Administration"",""Human Resources"",""Buddhist Philosophy""]";;"[""Modern World History"",""Y Combinator Startup School"",""How to Start a Startup""]";"[""analytical"",""service"",""creativity"",""organization"",""safety"",""design"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Analytical Thinking"",""Innovation"",""Attention to Detail"",""Organization"",""Logical Thinking"",""research"",""Problem Solving"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""languages"",""planning""]";"[""research"",""policy"",""media"",""events"",""ocean"",""home"",""math"",""technology"",""Data"",""Technology"",""Business"",""Visuals"",""Data Science"",""AI"",""Productivity"",""Mathematics"",""Science"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health""]";2026-04-27 04:22:19.979289+00
423e2314-d4af-4ca0-9c3b-59798197f441;Singapore;Asia;A sovereign island city-state in maritime Southeast Asia.;36;5,850,302;"[""English"",""Malay"",""Mandarin Chinese"",""Tamil""]";Very High;75000;Stable;🇸🇬;"[""finance"",""technology"",""biotechnology"",""logistics"",""tourism""]";"[""Finance"",""Technology"",""Biotechnology"",""Logistics"",""Pharmaceuticals"",""Information Technology"",""Internet of Things"",""IT Hardware""]";"[""Banking"",""Fintech"",""Software Development"",""Research and Development"",""Semiconductors"",""Financial Services""]";"[""Computer Science"",""Finance"",""Biotechnology"",""Logistics and Supply Chain Management"",""Business Administration"",""International Business"",""Comparative Literature""]";"[""Software Engineer"",""Logistics Manager"",""Financial Analyst"",""Data Scientist"",""Biotechnology Researcher""]";"[""Engineer"",""Analyst"",""Manager"",""Developer"",""Specialist""]";"[""Programming"",""Financial Modeling"",""Artificial Intelligence"",""Cloud Computing"",""Data Analysis"",""CFD Simulation""]";"[""Computer Science"",""Finance"",""Business"",""Biotechnology"",""Economics""]";"[""National University of Singapore"",""Singapore University of Social Sciences"",""Nanyang Technological University (NTU)"",""National University of Singapore (NUS)"",""Singapore Management University (SMU)"",""S P Jain School of Global Management"",""Nanyang Technological University"",""Indian School of Business""]";"[""Computer Science"",""Business Analytics"",""Finance"",""Biotechnology"",""Logistics and Supply Chain Management"",""Introduction to Project Management""]";"[""Adaptability"",""Problem-Solving"",""Communication"",""Teamwork"",""Global Mindset""]";"[""Financial Hub"",""Smart Nation"",""Biomedical Sciences"",""Logistics and Trade"",""Innovation Ecosystem""]";2026-04-14 04:56:43.71047+00
3797657d-a41f-4b69-8c7b-763964e2da1b;Ecuador;;;;;;Medium;$60K-$140K;Stable;🌍;;;"[""Eco-tourism""]";"[""Economics"",""Ecotourism""]";"[""Ecologist"",""Economist"",""Restoration Ecologist"",""Behavioral Economist""]";"[""Economist"",""Ecologist""]";;"[""Ecology"",""Economics"",""Econometrics"",""Behavioral Economics""]";"[""London School of Economics""]";;"[""systems thinking"",""service"",""innovation"",""safety"",""analytical"",""Analytical Skills"",""Problem Solving"",""Critical Thinking"",""Logical Thinking"",""Analytical Thinking"",""Innovation"",""Self-awareness"",""Emotional Intelligence"",""research"",""empathy"",""public health"",""outdoors"",""planning"",""negotiation"",""problem-solving"",""Attention to Detail"",""Collaboration"",""Numeracy"",""Organization""]";"[""environment"",""policy"",""geology"",""ocean"",""math"",""technology"",""Environment"",""Sustainability"",""Technology"",""Data"",""Business"",""Programming"",""Computers"",""Data Science"",""AI"",""Personal Growth"",""Mental Health"",""biology"",""animals"",""energy"",""nature"",""engineering"",""property"",""coding""]";2026-04-27 04:22:19.979289+00
b207e6d3-dbe1-43e5-a2d7-8b7f7c634500;Bhutan;;;;;;Medium;$80,000;Steady;🌍;;;"[""Affordable Housing""]";"[""Urban Planning"",""Public Administration""]";"[""Historian"",""Urban Planner"",""Urban Planning""]";;;"[""Asian Studies"",""Urban Planning""]";;;"[""analytical"",""Numeracy"",""Attention to Detail"",""Organization"",""precision"",""service"",""planning"",""negotiation"",""Leadership"",""creativity"",""Creativity"",""systems thinking"",""Technical Aptitude"",""Problem Solving"",""innovation"",""Analytical Skills"",""organization"",""Communication"",""empathy"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""problem-solving""]";"[""research"",""finance"",""Finance"",""Business"",""Accounting"",""Numbers"",""law"",""policy"",""risk"",""engineering"",""property"",""Management"",""Productivity"",""Data"",""fashion"",""design"",""art"",""arts"",""Design"",""Art"",""Visuals"",""technology"",""Technology"",""Cloud Computing""]";2026-04-27 04:22:19.979289+00
cf445a4c-a6c7-4a13-9fef-33939d70dfa7;Malaysia;Asia;A country in Southeast Asia.;35;32,330,000;"[""Malay""]";Medium;15000;Stable;🇲🇾;"[""electronics"",""manufacturing"",""oil and gas"",""tourism"",""agriculture""]";"[""Electronics"",""Manufacturing"",""Oil and Gas"",""Palm Oil"",""Tourism""]";"[""Electronics Manufacturing"",""Semiconductors"",""Energy"",""Agriculture"",""Services""]";"[""Electrical Engineering"",""Mechanical Engineering"",""Business Administration"",""Computer Science"",""Chemical Engineering""]";"[""Electronics Engineer"",""Accountant"",""Semiconductor Engineer"",""Software Developer"",""Petroleum Engineer""]";"[""Engineer"",""Developer"",""Manager"",""Analyst"",""Specialist""]";"[""Quality Control"",""Malay Language"",""Electronics"",""Manufacturing"",""Semiconductors""]";"[""Engineering"",""Business"",""Computer Science"",""Economics"",""Chemistry""]";"[""University of Malaya"",""Universiti Sains Malaysia"",""Universiti Putra Malaysia"",""Universiti Teknologi Malaysia"",""National University of Malaysia"",""Monash University Malaysia""]";"[""Electrical Engineering"",""Mechanical Engineering"",""Business Administration"",""Computer Science"",""Chemical Engineering""]";"[""Adaptability"",""Problem-Solving"",""Teamwork"",""Communication"",""Attention to Detail""]";"[""Electronics Manufacturing"",""Semiconductor Industry"",""Palm Oil Production"",""Tourism"",""Digital Economy""]";2026-04-14 04:56:44.089047+00
997a92fd-f24a-45dd-bb27-e6ca51b566b0;Jordan;;;;;;High;$65K-$130K;Essential infrastructure demand;🌍;;;;;;;;;"[""American University of Beirut"",""Erasmus University Rotterdam""]";;"[""empathy"",""research"",""precision"",""service"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""analytical"",""Analytical Thinking"",""Innovation"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience""]";"[""medicine"",""health"",""biology"",""making"",""policy"",""aviation"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""environment"",""energy"",""Environment"",""Sustainability"",""math"",""Science"",""Data Science"",""AI"",""Mathematics""]";2026-04-27 04:22:19.979289+00
5741cc19-e9d4-4a51-bcac-ec73a1b4eec8;Guinea-Bissau;;;;;;High;$65K-$130K;Essential infrastructure demand;🌍;;"[""Marine & Ocean"",""Agribusiness"",""Biotechnology"",""Marine Engineering"",""Civil Engineering""]";"[""Biotech"",""Marine & Maritime"",""Bioinformatics"",""Agricultural Biotech""]";"[""Marine Biology"",""Biomedical Engineering"",""Bioethics"",""Biochemistry"",""Biotechnology"",""Bioinformatics""]";"[""Marine Biologist"",""Biomedical Engineer"",""Biomedical Engineering"",""Marine Conservation Biologist"",""Medicine"",""Biochemist"",""Biotechnology"",""Agricultural Engineer""]";"[""Marine Biologist"",""Biomedical Engineer"",""Biochemist"",""Marine Engineer"",""Civil Engineer"",""Biostatistician"",""Chemical Engineer"",""Robotics Engineer""]";"[""Machine Learning"",""Civil Engineering"",""Business Analysis"",""Prompt Engineering"",""Mechanical Engineering""]";"[""Biomedical Engineering"",""Biology"",""Medicine"",""Bioethics"",""Biophysics"",""Cell Biology""]";"[""Massachusetts Institute of Technology"",""Korea Advanced Institute of Science and Technology"",""Ocean University of China"",""Politecnico di Milano""]";"[""Machine Learning"",""Machine Learning - Andrew Ng"",""Machine Learning by Andrew Ng"",""Engineering Leadership Track"",""Site Reliability Engineering"",""Business Analytics with Excel""]";"[""safety"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""precision"",""empathy"",""research"",""analytical"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""innovation"",""systems thinking"",""Analytical Skills"",""Critical Thinking"",""Analytical Thinking"",""Innovation"",""Self-awareness"",""Emotional Intelligence"",""Technical Aptitude"",""Organization""]";"[""ocean"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""making"",""medicine"",""health"",""biology"",""research"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""policy"",""aviation"",""music"",""arts""]";2026-04-27 04:22:19.979289+00
2dde3b75-8eb4-4176-b7b3-9c327178b83f;Angola;;;;;;High;$110,000;Stable;🌍;;"[""Non-Profit & NGOs"",""Language Services"",""Green Hydrogen"",""Freight Forwarding"",""Outsourcing - BPO""]";"[""Solar Energy"",""Animal Welfare"",""Veterinary & Animal Care"",""Natural Language Processing"",""Affordable Housing""]";"[""Anthropology"",""Animation & VFX"",""Sign Language Studies"",""Supply Chain Analytics"",""Product Management"",""Public Administration""]";"[""Anthropologist"",""Actuarial Analyst"",""Financial Analyst"",""Cryptocurrency Analyst"",""Biotechnology"",""Product Manager"",""Translator"",""Museologist""]";"[""ESG Analyst"",""M&A Analyst"",""Anthropologist"",""Budget Analyst"",""Business Analyst"",""Financial Analyst"",""Investment Analyst"",""Intelligence Analyst""]";"[""Data Analysis"",""Business Analysis"",""Financial Analysis"",""Investment Analysis"",""3D Modeling & Animation"",""Natural Language Processing""]";"[""Anatomy"",""Animation"",""Anthropology"",""Animal Behavior"",""Complex Analysis"",""Ancient Philosophy""]";"[""UCLA"",""Loyola Marymount University"",""Goldsmiths University of London"",""Nanyang Technological University"",""Cochin University of Science and Technology""]";"[""SQL for Data Analysis"",""Anatomy Specialization"",""Climate Change Solutions"",""Natural Language Processing"",""Business Analytics with Excel"",""Introduction to Data Analysis Using Excel""]";"[""analytical"",""empathy"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""service"",""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""Numeracy"",""Organization"",""Leadership"",""vigilance""]";"[""research"",""psychology"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""policy"",""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding""]";2026-04-27 04:22:19.979289+00
6701a994-69f6-4351-968f-03959474d454;Georgia;;;;;;High;$65K-$130K;Essential infrastructure demand;🌍;;;;;;;;;"[""Georgia State University"",""Georgia Institute of Technology""]";;"[""precision"",""service"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""research"",""analytical"",""Analytical Thinking"",""Innovation"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""Technical Aptitude""]";"[""making"",""policy"",""aviation"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""environment"",""energy"",""Environment"",""Sustainability"",""math"",""Science"",""Data Science"",""AI"",""Mathematics"",""Data"",""Business"",""Visuals""]";2026-04-27 04:22:19.979289+00
ebefe20f-b42b-4c8f-a63a-2d7240a55f2c;Djibouti;;;;;;Very High;$95,000;India clean energy targets driving explosive growth;🌍;;"[""Energy & Utilities""]";"[""Energy & Utilities""]";;;;;;;;"[""safety"",""Analytical Skills"",""Problem Solving"",""innovation"",""systems thinking""]";"[""energy"",""Environment"",""Sustainability"",""Technology"",""environment""]";2026-04-27 04:22:19.979289+00
8e636f67-e1f0-4923-aaac-be15ccb356d6;Eritrea;;;;;;High;$65K-$160K;Stable Growth;🌍;;"[""Real Estate"",""Cybersecurity"",""Interior Design"",""Agriculture & Agritech"",""Civil Engineering""]";"[""Creative Writing"",""Cultural Heritage"",""Arts & Creative"",""Security Services"",""Network Security""]";"[""Ergonomics"",""Real Estate"",""Agritourism"",""Cybersecurity"",""Interior Design"",""Writing & Publishing""]";"[""Veterinarian"",""Nutritionist"",""Cybersecurity"",""Entrepreneurship"",""Civil Engineering"",""Interior Designer"",""Veterinary Science"",""Software Engineering""]";"[""Copywriter"",""Ergonomist"",""Nutritionist"",""Veterinarian"",""Interior Designer"",""Real Estate Agent"",""Cybersecurity Analyst""]";"[""Copywriting"",""Cybersecurity"",""Cloud Security"",""Civil Engineering"",""Network Security""]";"[""Creative Writing"",""Nutrition"",""Cybersecurity"",""Interior Design"",""Entrepreneurship"",""Materials Science""]";"[""American University of Beirut"",""University of British Columbia""]";"[""Cybersecurity Fundamentals"",""Entrepreneurship Essentials"",""The Science of Nutrition"",""Cybersecurity Foundations - SANS""]";"[""analytical"",""empathy"",""Self-awareness"",""Emotional Intelligence"",""Analytical Skills"",""Critical Thinking"",""Logical Thinking"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""discipline"",""innovation"",""systems thinking"",""research"",""Communication"",""Attention to Detail"",""Organization"",""planning"",""negotiation"",""problem-solving"",""precision"",""creativity"",""Interpersonal Skills"",""Active Listening""]";"[""math"",""technology"",""animals"",""Personal Growth"",""Mental Health"",""Data"",""Technology"",""Business"",""Programming"",""Computers"",""Data Science"",""AI"",""sports"",""health"",""environment"",""Environment"",""Sustainability"",""Science"",""Mathematics"",""Visuals"",""Productivity"",""engineering"",""property"",""coding""]";2026-04-27 04:22:19.979289+00
e9fc2b02-657c-43b7-b208-d988fe945be2;Latvia;;;;;;High;$110,000;Stable;🌍;;"[""News Media"",""Language Services"",""Entertainment & Media"",""Broadcasting"",""E-learning Platforms""]";"[""Translation Services"",""Media & Entertainment"",""Civil Aviation"",""Digital Content & Social Media"",""Natural Language Processing""]";"[""Law & Legal Studies"",""Translation Studies"",""Content Creation & Media"",""Diplomacy & International Relations""]";"[""Law"",""Journalism & Media"",""Diplomacy & International Relations"",""Architecture""]";"[""Lawyer"",""Immigration Lawyer""]";"[""Natural Language Processing"",""Social Media Marketing""]";"[""Law"",""International Law"",""International Relations"",""Constitutional Law"",""Cyber Law"",""Criminal Law""]";;"[""Natural Language Processing"",""Natural Language Processing Specialization"",""Meta Social Media Marketing Certificate""]";"[""analytical"",""creativity"",""Numeracy"",""Attention to Detail"",""Organization"",""Leadership"",""service"",""precision"",""negotiation"",""empathy"",""planning"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""discipline"",""research"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""Analytical Skills"",""Critical Thinking"",""Analytical Thinking"",""Innovation""]";"[""law"",""media"",""finance"",""Finance"",""Business"",""Accounting"",""Numbers"",""Management"",""Productivity"",""Data"",""policy"",""risk"",""property"",""psychology"",""engineering"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""making"",""beauty""]";2026-04-27 04:22:19.979289+00
2ae3049d-6fa6-4850-aa1f-652d06db2a00;Belize;;;;;;High;$60,000;Steady;🌍;;"[""Food & Beverage"",""Dairy Products"",""Outdoor Recreation"",""Hydropower""]";"[""Craft Beverages"",""Beverage Alcohol"",""Brewery & Distillery"",""Coffee & Tea""]";"[""E-Commerce"",""Public Administration"",""Telecommunications"",""Aquaculture"",""Journalism"",""Information Systems""]";"[""Ecologist"",""Marine Conservation Biologist"",""Botanist"",""Meteorologist"",""Medicine""]";"[""Biochemist"",""Biomedical Engineer"",""Biostatistician""]";;"[""Animal Behavior"",""Climate Modeling"",""Consumer Behavior"",""Behavioral Economics"",""Atmospheric Sciences""]";;;"[""systems thinking"",""safety"",""empathy"",""innovation"",""Analytical Skills"",""Problem Solving"",""public health"",""analytical"",""Critical Thinking"",""Logical Thinking"",""Analytical Thinking"",""Innovation"",""Self-awareness"",""Emotional Intelligence"",""outdoors"",""research"",""planning"",""negotiation"",""precision"",""Creativity"",""Attention to Detail"",""creativity"",""service"",""problem-solving""]";"[""environment"",""ocean"",""animals"",""energy"",""Environment"",""Sustainability"",""Technology"",""geology"",""math"",""technology"",""Data"",""Business"",""Programming"",""Computers"",""Data Science"",""AI"",""Personal Growth"",""Mental Health"",""nature"",""biology"",""engineering"",""property"",""making"",""Design""]";2026-04-27 04:22:19.979289+00
97af5c37-75e3-475b-b8c9-24c351fa6f47;Canada;North America;A country in the northern part of North America. It is the second-largest country in the world by total area.;10;38,005,238;"[""English"",""French""]";High;60000;Stable;🇨🇦;"[""natural resources"",""technology"",""finance"",""immigration"",""diversity""]";"[""Oil and Gas"",""Mining"",""Automotive"",""Technology"",""Financial Services""]";"[""Energy"",""Manufacturing"",""Information Technology"",""Finance"",""Real Estate""]";"[""Petroleum Engineering"",""Computer Science"",""Business Administration"",""Finance"",""Environmental Science""]";"[""Project Manager"",""Financial Analyst"",""Data Scientist"",""Software Developer"",""Petroleum Engineer""]";"[""Engineer"",""Analyst"",""Manager"",""Developer"",""Consultant""]";"[""Data Analysis"",""Problem-Solving"",""Technical Skills"",""Programming"",""Communication""]";"[""Engineering"",""Business"",""Computer Science"",""Economics"",""Environmental Studies""]";"[""University of Toronto"",""McGill University"",""University of British Columbia"",""University of Waterloo"",""University of Montreal"",""University of Alberta""]";"[""Computer Science"",""Business Administration"",""Mechanical Engineering"",""Finance"",""Data Science"",""Introduction to Psychology"",""Fundamentals of Graphic Design"",""Excel Skills for Business Specialization"",""Machine Learning"",""Introduction to Artificial Intelligence"",""Introduction to Accounting"",""Data Visualization with Tableau"",""Introduction to Financial Accounting"",""Full Stack Web Development with React"",""The Complete JavaScript Course 2024"",""Introduction to Probability and Data"",""The Complete iOS App Development Bootcamp""]";"[""Teamwork"",""Communication"",""Adaptability"",""Problem-Solving"",""Critical Thinking""]";"[""Natural Resource Management"",""Technological Innovation"",""Financial Stability"",""Multiculturalism"",""Healthcare""]";2026-04-14 04:56:37.12841+00
