id;user_id;signal_type;signal_source;signal_value;signal_context;strength;created_at
45e2b380-78f9-4da8-8ad3-d6b433194c79;6fd4ed8a-372b-475e-9fd8-06f221183764;preference;assessment;experiential;{};0.6;2026-04-21 15:21:04.134785+00
ebc27f48-9702-4897-8354-ab7a69d22a72;6fd4ed8a-372b-475e-9fd8-06f221183764;preference;assessment;agency;{};0.6;2026-04-21 15:21:04.134785+00
797b3528-bdbc-43f6-b938-eeebf9459388;6fd4ed8a-372b-475e-9fd8-06f221183764;preference;assessment;experiential;{};0.6;2026-04-21 15:21:04.140578+00
96eacde1-d4e7-477f-8f65-05ab5baefd67;6fd4ed8a-372b-475e-9fd8-06f221183764;preference;assessment;agency;{};0.6;2026-04-21 15:21:04.140578+00
3a67ede3-956d-4dbe-983f-f5a99885a96e;6fd4ed8a-372b-475e-9fd8-06f221183764;preference;assessment;analytical;{};0.7;2026-04-21 15:21:04.329955+00
a09efbd7-1b53-4dbb-a008-642f23be7d79;6fd4ed8a-372b-475e-9fd8-06f221183764;preference;assessment;analytical;{};0.7;2026-04-21 15:21:04.332196+00
08daa8c9-974e-4d6d-8b88-b6b5a5131cff;6fd4ed8a-372b-475e-9fd8-06f221183764;psychometric_trait;psychometric_test;try things out and learn by doing;"{""question_id"":""cognitive_problem"",""section"":""A"",""used_for"":[""Learning pathway structure"",""Project type assignment"",""AI Coach explanation depth""]}";0.8;2026-04-21 15:36:23.222753+00
381bf482-0fab-42de-856d-11c1c83ae0f5;6fd4ed8a-372b-475e-9fd8-06f221183764;psychometric_trait;psychometric_test;seek more data before acting;"{""question_id"":""cognitive_decision"",""section"":""A"",""used_for"":[""Identity Evolution Tracker"",""Transition Readiness Signals""]}";0.8;2026-04-21 15:36:23.621891+00
b1f5c96b-923a-47fa-8c7d-af7046a3b817;6fd4ed8a-372b-475e-9fd8-06f221183764;psychometric_trait;psychometric_test;take time to recalibrate;"{""question_id"":""adaptability_change"",""section"":""B"",""used_for"":[""Transition Planner pacing"",""Challenge difficulty calibration""]}";0.8;2026-04-21 15:36:23.922306+00
72e57e72-e245-475e-94a0-fa15fbe8e028;6fd4ed8a-372b-475e-9fd8-06f221183764;psychometric_trait;psychometric_test;i need better support or tools;"{""question_id"":""agency_outcomes"",""section"":""C"",""used_for"":[""Autonomy ramp-up"",""Founder vs contributor exposure"",""Mentorship intensity""]}";0.8;2026-04-21 15:36:24.232886+00
d88f47d8-3ce1-44bf-999a-c2153d875b61;6fd4ed8a-372b-475e-9fd8-06f221183764;psychometric_trait;psychometric_test;take initiative on your own;"{""question_id"":""agency_initiative"",""section"":""C"",""used_for"":[""Autonomy ramp-up"",""Founder vs contributor exposure"",""Mentorship intensity""]}";0.8;2026-04-21 15:36:24.484153+00
229c1850-a4ef-4a7c-8383-639f7b60f038;6fd4ed8a-372b-475e-9fd8-06f221183764;psychometric_trait;psychometric_test;things evolve as you go;"{""question_id"":""ambiguity_preference"",""section"":""D"",""used_for"":[""Entrepreneurship readiness modeling"",""Exploration density"",""Roadmap clarity level""]}";0.8;2026-04-21 15:36:24.782335+00
69188e00-f326-4b99-b1bb-4bf7906bbc61;6fd4ed8a-372b-475e-9fd8-06f221183764;psychometric_trait;psychometric_test;shut down temporarily;"{""question_id"":""emotion_pressure"",""section"":""F"",""used_for"":[""AI Career Therapist sensitivity"",""Feedback timing"",""Stress-aware nudges""]}";0.8;2026-04-21 15:36:25.04661+00
da2859f6-dcb0-4e01-af4a-fae07e36d398;6fd4ed8a-372b-475e-9fd8-06f221183764;psychometric_trait;psychometric_test;reflect and reset;"{""question_id"":""emotion_setback"",""section"":""F"",""used_for"":[""AI Career Therapist sensitivity"",""Feedback timing"",""Stress-aware nudges""]}";0.8;2026-04-21 15:36:25.285887+00
b0fa74b9-0cf3-402e-bad2-6df3b3bdb4b9;6fd4ed8a-372b-475e-9fd8-06f221183764;psychometric_trait;psychometric_test;feel motivated to improve;"{""question_id"":""growth_skill"",""section"":""G"",""used_for"":[""SkillStacker pacing"",""Challenge difficulty"",""Encouragement framing""]}";0.8;2026-04-21 15:36:25.70761+00
5380a1f4-1510-42dd-93b1-b724c5149ad0;6fd4ed8a-372b-475e-9fd8-06f221183764;psychometric_trait;psychometric_test;what helps me grow;"{""question_id"":""values_priority"",""section"":""H"",""used_for"":[""Career path filtering"",""Mentor matching values""]}";0.8;2026-04-21 15:36:25.974899+00
7cdde79d-1f5e-46a1-8aaa-7ea79bad0873;6fd4ed8a-372b-475e-9fd8-06f221183764;psychometric_trait;psychometric_test;push harder to speed things up;"{""question_id"":""persistence_slow"",""section"":""I"",""used_for"":[""Startup vs job-track weighting"",""Long-horizon roadmap activation""]}";0.8;2026-04-21 15:36:26.174472+00
43d61f05-923b-45e2-89b9-f22c7ce93862;6fd4ed8a-372b-475e-9fd8-06f221183764;psychometric_trait;psychometric_test;medium-term milestones;"{""question_id"":""persistence_motivation"",""section"":""I"",""used_for"":[""Skill compounding models"",""Reward pacing""]}";0.8;2026-04-21 15:36:26.381396+00
8d76ec8e-c856-4861-a522-1c37bf81742e;6fd4ed8a-372b-475e-9fd8-06f221183764;psychometric_trait;psychometric_test;feel defensive initially but adapt;"{""question_id"":""feedback_critical"",""section"":""L"",""used_for"":[""Feedback tone selection"",""Coaching vs suggestion framing"",""Mentor matching""]}";0.8;2026-04-21 15:36:26.587577+00
7bcd199c-2666-4e4d-aaef-9b91a82a21cd;6fd4ed8a-372b-475e-9fd8-06f221183764;psychometric_trait;psychometric_test;gentle and supportive;"{""question_id"":""feedback_style"",""section"":""L"",""used_for"":[""Feedback tone selection"",""Coaching vs suggestion framing"",""Mentor matching""]}";0.8;2026-04-21 15:36:26.776819+00
5296de32-6bd6-4caf-ae0a-afbc0639618f;6fd4ed8a-372b-475e-9fd8-06f221183764;psychometric_trait;psychometric_test;start things from scratch;"{""question_id"":""role_initiative"",""section"":""M"",""used_for"":[""Founder vs early-employee modeling"",""Team role recommendations"",""Project Playground matching""]}";0.8;2026-04-21 15:36:27.060454+00
2c6e33fa-f268-4135-a370-6b77a5c46ea1;6fd4ed8a-372b-475e-9fd8-06f221183764;psychometric_trait;psychometric_test;creating something new;"{""question_id"":""role_energy"",""section"":""M"",""used_for"":[""Founder vs early-employee modeling"",""Team role recommendations"",""Project Playground matching""]}";0.8;2026-04-21 15:36:27.515753+00
1397eca5-29d2-4fba-b3fa-8cc60d2dd887;6fd4ed8a-372b-475e-9fd8-06f221183764;psychometric_trait;psychometric_test;still do it;"{""question_id"":""moral_risk"",""section"":""N"",""used_for"":[""Ethical leadership signals"",""Long-term trust modeling"",""Organization matching""]}";0.8;2026-04-21 15:36:27.689644+00
c60401ac-9061-4159-8274-0c07926ae52a;6fd4ed8a-372b-475e-9fd8-06f221183764;psychometric_trait;psychometric_test;speak up;"{""question_id"":""moral_authority"",""section"":""N"",""used_for"":[""Ethical leadership signals"",""Long-term trust modeling"",""Organization matching""]}";0.8;2026-04-21 15:36:27.89407+00
b5ce6b72-ace4-462c-8cf6-f79f268211fc;6fd4ed8a-372b-475e-9fd8-06f221183764;psychometric_trait;psychometric_test;apply it quickly;"{""question_id"":""learning_apply"",""section"":""P"",""used_for"":[""Project-first vs content-first pathways"",""Experiential learning triggers""]}";0.8;2026-04-21 15:36:28.107058+00
c75b14ee-a23a-4087-bf5c-eb8cd28a6659;6fd4ed8a-372b-475e-9fd8-06f221183764;psychometric_trait;psychometric_test;applying concepts in real projects;"{""question_id"":""learning_best"",""section"":""P"",""used_for"":[""Project-first vs content-first pathways"",""NEP-aligned curriculum logic""]}";0.8;2026-04-21 15:36:28.295475+00
ed4c5ba0-c2f7-461e-90b6-5658fdf071d7;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;preference;assessment;game_dev;{};0.7;2026-04-23 11:58:41.936107+00
a29a8f1b-39f7-4bec-9c51-e9722fd8923f;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;preference;assessment;creative;{};0.7;2026-04-23 11:58:42.163294+00
31243a11-2fd0-455e-bf33-a4190c96d80f;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;preference;assessment;art;{};0.6;2026-04-23 11:58:42.43173+00
9f8bed98-3eef-4f43-80d4-f5df739168ea;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;preference;assessment;music;{};0.6;2026-04-23 11:58:42.43173+00
113da9c8-31d2-4e4b-bba1-58fcae566d1b;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;preference;assessment;business;{};0.6;2026-04-23 11:58:42.43173+00
47b8e37c-575d-4ab2-8de6-ebc046f60d10;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;preference;assessment;ideation;{};0.7;2026-04-23 11:58:42.656995+00
be215393-5a00-4664-9f25-49b4df3670f2;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;preference;assessment;creative;{};0.7;2026-04-23 11:58:42.877192+00
81f8507c-7e56-4940-8256-a8da2c08929d;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;preference;assessment;digital_building;{};0.6;2026-04-23 11:58:43.210728+00
6e7f0d3e-4dc1-4175-8dd2-fe83217bd817;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;preference;assessment;narrative;{};0.6;2026-04-23 11:58:43.210728+00
b62370b2-f87c-4014-ab49-95984003136c;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;preference;assessment;art;{};0.7;2026-04-23 11:58:44.314541+00
68372b3c-7ac8-4094-8368-e4f681089e15;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;preference;assessment;internet;{};0.6;2026-04-23 11:58:45.285089+00
6fabd7ec-ae08-4e6b-a6da-5515b85b5d50;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;preference;assessment;business;{};0.6;2026-04-23 11:58:45.285089+00
575ce573-f4fd-4da5-874b-e958a005cfcc;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;preference;assessment;environment;{};0.6;2026-04-23 11:58:45.285089+00
ce7ba545-e031-4b6c-ba87-4a14e2925cb5;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;preference;assessment;kinesthetic;{};0.7;2026-04-23 11:58:46.42308+00
7dd20cda-d909-496e-a775-16831260a189;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;preference;assessment;achiever;{};0.7;2026-04-23 11:58:47.013439+00
818895b4-d203-43db-b95b-8ddb1506c4bd;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;preference;assessment;multi_interest;{};0.7;2026-04-23 11:58:47.336597+00
cdf382e0-f2dc-4f18-895e-ffe300684bad;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;preference;assessment;experiential;{};0.6;2026-04-23 11:58:47.612895+00
008a1a5c-6759-427b-a8ec-672d9e30473e;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;preference;assessment;analytical;{};0.7;2026-04-23 11:58:47.88369+00
67299e17-32a4-4f0f-a516-60278a5a16f0;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;psychometric_trait;psychometric_test;try things out and learn by doing;"{""question_id"":""cognitive_problem"",""section"":""A"",""target_modules"":[""roadmap"",""skill_stacker"",""career_coach""]}";0.8;2026-04-23 12:01:52.436521+00
0507df66-11cc-4632-a44e-3ff07db419be;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;psychometric_trait;psychometric_test;decide and adjust later;"{""question_id"":""cognitive_decision"",""section"":""A"",""target_modules"":[""selfgraph"",""transition_planner""]}";0.8;2026-04-23 12:02:08.97301+00
f5bd072c-d42f-4977-97e9-62cc32f71101;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;psychometric_trait;psychometric_test;take time to recalibrate;"{""question_id"":""adaptability_change"",""section"":""B"",""target_modules"":[""transition_planner"",""project_playground""]}";0.8;2026-04-23 12:02:16.535278+00
1592a960-a3f6-4252-8fbc-79808d067028;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;psychometric_trait;psychometric_test;i can change my approach;"{""question_id"":""agency_outcomes"",""section"":""C"",""target_modules"":[""mentor_matchmaking"",""mvp_builder"",""selfgraph""]}";0.8;2026-04-23 12:02:25.167175+00
e0e3a700-1882-408d-95f7-c71c9cff3d50;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;psychometric_trait;psychometric_test;take initiative on your own;"{""question_id"":""agency_initiative"",""section"":""C"",""target_modules"":[""mvp_builder"",""startup_sparks"",""selfgraph""]}";0.8;2026-04-23 12:02:31.291391+00
148daa5a-118f-42d0-a9e4-c4fa72238cc6;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;psychometric_trait;psychometric_test;things evolve as you go;"{""question_id"":""ambiguity_preference"",""section"":""D"",""target_modules"":[""roadmap"",""mvp_builder"",""transition_planner""]}";0.8;2026-04-23 12:02:35.294174+00
d22dd332-3fbb-419c-a010-86691c8aaad3;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;psychometric_trait;psychometric_test;feel overwhelmed;"{""question_id"":""emotion_pressure"",""section"":""F"",""target_modules"":[""career_therapist"",""mindset_builder""]}";0.8;2026-04-23 12:02:39.556106+00
80a43d87-2dad-4ba3-ada0-fc13316320ff;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;psychometric_trait;psychometric_test;seek reassurance;"{""question_id"":""emotion_setback"",""section"":""F"",""target_modules"":[""career_therapist"",""mindset_builder""]}";0.8;2026-04-23 12:02:47.143922+00
81b51aae-d4e4-4124-9f16-59a2dbe741b5;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;psychometric_trait;psychometric_test;feel discouraged;"{""question_id"":""growth_skill"",""section"":""G"",""target_modules"":[""skill_stacker"",""project_playground""]}";0.8;2026-04-23 12:02:50.854978+00
d901225b-8b2a-431f-94ab-2e00a26efb75;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;psychometric_trait;psychometric_test;what helps me grow;"{""question_id"":""values_priority"",""section"":""H"",""target_modules"":[""job_matching"",""mentor_matchmaking""]}";0.8;2026-04-23 12:02:56.067314+00
726dbe84-b7b0-4eac-83a0-91ffdfa1dd30;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;psychometric_trait;psychometric_test;push harder to speed things up;"{""question_id"":""persistence_slow"",""section"":""I"",""target_modules"":[""roadmap"",""mvp_builder""]}";0.8;2026-04-23 12:03:04.990934+00
62fbfac1-7b8c-4670-8361-e42e59b95797;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;psychometric_trait;psychometric_test;medium-term milestones;"{""question_id"":""persistence_motivation"",""section"":""I"",""target_modules"":[""skill_stacker"",""roadmap""]}";0.8;2026-04-23 12:03:08.510232+00
d3e358f4-ea2c-46ad-aca1-06a049497bc7;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;psychometric_trait;psychometric_test;feel defensive initially but adapt;"{""question_id"":""feedback_critical"",""section"":""L"",""target_modules"":[""career_coach"",""mentor_matchmaking""]}";0.8;2026-04-23 12:03:53.631891+00
fbf96575-b7e2-46b5-b148-3d933576838a;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;psychometric_trait;psychometric_test;gentle and supportive;"{""question_id"":""feedback_style"",""section"":""L"",""target_modules"":[""career_coach"",""career_therapist""]}";0.8;2026-04-23 12:08:17.634536+00
5b85c7f9-9fbd-4d09-b5bb-9eb3eafd89eb;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;psychometric_trait;psychometric_test;start things from scratch;"{""question_id"":""role_initiative"",""section"":""M"",""target_modules"":[""project_playground"",""job_matching"",""mvp_builder""]}";0.8;2026-04-23 12:08:20.454903+00
9c97d00e-97c1-4115-a1fb-50631605be60;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;psychometric_trait;psychometric_test;creating something new;"{""question_id"":""role_energy"",""section"":""M"",""target_modules"":[""project_playground"",""job_matching""]}";0.8;2026-04-23 12:08:25.544915+00
9a146ede-fed0-4a98-b97c-7028204c4a8d;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;psychometric_trait;psychometric_test;still do it;"{""question_id"":""moral_risk"",""section"":""N"",""target_modules"":[""job_matching"",""selfgraph""]}";0.8;2026-04-23 12:08:33.760574+00
e850ab85-10ac-4215-8c16-6f7862aa69d3;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;psychometric_trait;psychometric_test;speak up;"{""question_id"":""moral_authority"",""section"":""N"",""target_modules"":[""mentor_matchmaking"",""selfgraph""]}";0.8;2026-04-23 12:08:39.216883+00
147a23d0-5041-406c-8498-c4ca5d55cd3b;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;psychometric_trait;psychometric_test;apply it quickly;"{""question_id"":""learning_apply"",""section"":""P"",""target_modules"":[""content_library"",""project_playground""]}";0.8;2026-04-23 12:08:42.869906+00
851b6e26-73fc-4ed1-aec9-69d03593dd43;c0800aaf-f435-4f9e-bfae-6ffa49cadfe5;psychometric_trait;psychometric_test;applying concepts in real projects;"{""question_id"":""learning_best"",""section"":""P"",""target_modules"":[""content_library"",""skill_stacker""]}";0.8;2026-04-23 12:08:46.446155+00
4dea9636-9e65-425b-bc4d-4f5df2cbaeb9;bb4238c8-c8f7-4684-b950-22cedd128e18;preference;assessment;doctor;{};0.7;2026-04-30 04:01:27.955314+00
0ab431a6-15a4-4fa8-959e-dda34a056553;bb4238c8-c8f7-4684-b950-22cedd128e18;preference;assessment;creative;{};0.7;2026-04-30 04:01:28.269478+00
93e68c73-a2fa-4ea7-965d-6808e18e6f07;bb4238c8-c8f7-4684-b950-22cedd128e18;preference;assessment;art;{};0.6;2026-04-30 04:01:28.563794+00
91fa19d9-ac10-41e1-ad2e-51696b1d59fc;bb4238c8-c8f7-4684-b950-22cedd128e18;preference;assessment;music;{};0.6;2026-04-30 04:01:28.563794+00
56620eee-bc73-40a2-abbc-a749eef59c0d;bb4238c8-c8f7-4684-b950-22cedd128e18;preference;assessment;business;{};0.6;2026-04-30 04:01:28.563794+00
71dcb113-d530-405d-96ec-7fab26b91043;bb4238c8-c8f7-4684-b950-22cedd128e18;preference;assessment;ideation;{};0.7;2026-04-30 04:01:28.790833+00
3491a8f1-eb9c-4733-9f1d-698c2b983446;bb4238c8-c8f7-4684-b950-22cedd128e18;preference;assessment;creative;{};0.7;2026-04-30 04:01:29.027631+00
49e16d71-1afd-4026-b496-c8cfd3575b08;bb4238c8-c8f7-4684-b950-22cedd128e18;preference;assessment;narrative;{};0.6;2026-04-30 04:01:29.248099+00
9471364a-801c-4e94-9437-531de216ab30;bb4238c8-c8f7-4684-b950-22cedd128e18;preference;assessment;digital_building;{};0.6;2026-04-30 04:01:29.248099+00
e95167ee-293f-42ef-8465-072f0f67ecf5;bb4238c8-c8f7-4684-b950-22cedd128e18;preference;assessment;art;{};0.7;2026-04-30 04:01:29.546678+00
a15996c9-6d7e-4dfc-a3d4-a19716333710;bb4238c8-c8f7-4684-b950-22cedd128e18;preference;assessment;internet;{};0.6;2026-04-30 04:01:29.862169+00
070be141-c7fc-4afb-94ab-5f233227bd6f;bb4238c8-c8f7-4684-b950-22cedd128e18;preference;assessment;business;{};0.6;2026-04-30 04:01:29.862169+00
1fc247c3-f4b9-411a-aef6-6684bb1e65a2;bb4238c8-c8f7-4684-b950-22cedd128e18;preference;assessment;environment;{};0.6;2026-04-30 04:01:29.862169+00
d85e1c37-f299-459d-84c8-ae07fbab40b0;bb4238c8-c8f7-4684-b950-22cedd128e18;preference;assessment;kinesthetic;{};0.7;2026-04-30 04:01:30.089155+00
ae158f9d-0f36-4495-a8a6-f36c55db84b6;bb4238c8-c8f7-4684-b950-22cedd128e18;preference;assessment;achiever;{};0.7;2026-04-30 04:01:30.266385+00
69164893-4a08-403c-bf11-42c3f83eb980;bb4238c8-c8f7-4684-b950-22cedd128e18;preference;assessment;analytical;{};0.7;2026-04-30 04:01:31.058484+00
cc47c742-d14d-4513-9576-39a3b5250a98;bb4238c8-c8f7-4684-b950-22cedd128e18;preference;assessment;multi_interest;{};0.7;2026-04-30 04:01:30.458854+00
6745bb75-c365-45eb-a782-e1dd12bbc867;bb4238c8-c8f7-4684-b950-22cedd128e18;preference;assessment;experiential;{};0.6;2026-04-30 04:01:30.640881+00
78de00ce-e761-4729-b66d-b0c1026e0a5c;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric_trait;psychometric_test;try things out and learn by doing;"{""question_id"":""cognitive_problem"",""section"":""A"",""target_modules"":[""roadmap"",""skill_stacker"",""career_coach""]}";0.8;2026-04-30 04:01:36.62763+00
8227471d-94c2-4efc-8e3c-f75cdd50617d;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric_trait;psychometric_test;decide and adjust later;"{""question_id"":""cognitive_decision"",""section"":""A"",""target_modules"":[""selfgraph"",""transition_planner""]}";0.8;2026-04-30 04:01:46.175638+00
a382c59d-fc24-4717-9536-48b8a0f4a816;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric_trait;psychometric_test;feel uncomfortable but adapt;"{""question_id"":""adaptability_change"",""section"":""B"",""target_modules"":[""transition_planner"",""project_playground""]}";0.8;2026-04-30 04:02:22.809026+00
78dc7309-acd6-4f5c-81ab-f2ba55139305;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric_trait;psychometric_test;i need better support or tools;"{""question_id"":""agency_outcomes"",""section"":""C"",""target_modules"":[""mentor_matchmaking"",""mvp_builder"",""selfgraph""]}";0.8;2026-04-30 04:02:25.904078+00
db124061-ea7b-4759-a384-e64e90d9c8cd;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric_trait;psychometric_test;take initiative on your own;"{""question_id"":""agency_initiative"",""section"":""C"",""target_modules"":[""mvp_builder"",""startup_sparks"",""selfgraph""]}";0.8;2026-04-30 04:03:00.605057+00
0f0874c2-cd83-4ec0-903c-152c6bc5311b;bb4238c8-c8f7-4684-b950-22cedd128e18;psychometric_trait;psychometric_test;things evolve as you go;"{""question_id"":""ambiguity_preference"",""section"":""D"",""target_modules"":[""roadmap"",""mvp_builder"",""transition_planner""]}";0.8;2026-04-30 04:03:10.009203+00
