id;source;source_url;title;company;location;remote_type;experience_level;employment_type;salary_min_inr;salary_max_inr;description;skills;industry;posted_at;scraped_at;is_active;metadata;created_at
67d67b54-415d-4b4a-99f5-5605d2500f31;firecrawl;https://www.naukri.com/ui-ux-designer-jobs-in-mumbai;3691 Ui Ux Designer Job Vacancies In Mumbai - Naukri.com;;India;onsite;Mid;full_time;;;Apply To Ui Ux Designer Jobs In Mumbai On India's No. 1 Job Portal Naukri.com. Explore Latest Ui Ux Designer Job Vacancies In Mumbai Now!;"[""designer"",""vacancies"",""mumbai"",""naukri.com"",""india"",""no."",""portal"",""naukri.com."",""explore"",""latest"",""now""]";Data Science;;2026-05-19 03:45:05.85+00;true;"{""search_query"":""UI UX designer jobs Bangalore Mumbai Delhi 2026""}";2026-05-02 03:45:10.349099+00
635c657f-4071-4f4f-9ae1-a9f90398fc8e;firecrawl;https://www.naukri.com/fresher-software-engineer-jobs;Fresher Software Engineer Jobs - Naukri.com;;India;onsite;Entry;full_time;;;103748 Fresher Software Engineer Jobs Available On Naukri.com. Explore Fresher Software Engineer Job Vacancies In Your Desired Locations Now!;"[""fresher"",""software"",""engineer"",""naukri.com"",""available"",""naukri.com."",""explore"",""vacancies"",""desired"",""locations"",""now""]";Technology;;2026-05-24 03:45:05.389+00;true;"{""search_query"":""entry level software engineer jobs India 2026 site:linkedin.com/jobs OR site:naukri.com OR site:instahyre.com""}";2026-05-02 03:45:06.599394+00
19eff814-cf32-4e34-b2c8-64e75f4e314b;firecrawl;https://www.foundit.in/search/ui-ux-designer-jobs-in-mumbai;223 Ui Ux Designer Jobs in Mumbai - Foundit.in;;India;onsite;Senior;full_time;;;"Ui Ux Designer Jobs in Mumbai ; Senior UI/ UX Designer (Mumbai) · AKQA. AKQA. 6-8 yrs ; UI/ UX Designer · Icici Securities. Icici Securities. 5-7 yrs.";"[""designer"",""mumbai"",""foundit.in"",""senior"",""akqa."",""yrs"",""icici"",""securities."",""yrs.""]";Data Science;;2026-05-21 03:45:07.885+00;true;"{""search_query"":""UI UX designer jobs Bangalore Mumbai Delhi 2026""}";2026-05-18 03:45:10.654724+00
a319bad0-9fc6-44a6-951d-c6c1bcbef829;firecrawl;https://in.linkedin.com/jobs/amazon-entry-level-software-jobs;7 Amazon Entry Level Software jobs in India - LinkedIn;;India;onsite;Entry;full_time;;;"7 Amazon Entry Level Software Jobs in India ; HackerRank. Bengaluru East, Karnataka, India · 2 weeks ago ; Microsoft. Pune Division, Maharashtra, India · 2 weeks ...";"[""amazon"",""entry"",""level"",""software"",""india"",""linkedin"",""hackerrank."",""bengaluru"",""east"",""karnataka"",""weeks"",""ago""]";Technology;;2026-05-22 03:45:05.787+00;true;"{""search_query"":""entry level software engineer jobs India 2026 site:linkedin.com/jobs OR site:naukri.com OR site:instahyre.com""}";2026-05-08 03:45:05.750057+00
3af12fe8-871b-4023-b1d0-1830fc4ef834;firecrawl;https://www.naukri.com/software-engineer-and-entry-level-jobs;3199 Software Engineer And Entry Level Job Vacancies In May 2026;;India;onsite;Entry;full_time;;;3199 Software Engineer And Entry Level Jobs Available On Naukri.com. Explore Software Engineer And Entry Level Job Vacancies In Your Desired ...;"[""software"",""engineer"",""entry"",""level"",""vacancies"",""may"",""available"",""naukri.com."",""explore"",""desired""]";Technology;;2026-05-25 03:45:05.392+00;true;"{""search_query"":""entry level software engineer jobs India 2026 site:linkedin.com/jobs OR site:naukri.com OR site:instahyre.com""}";2026-05-02 02:13:25.401255+00
87b09309-cfe1-4637-8920-c1782c5b7698;firecrawl;https://in.linkedin.com/jobs/ui-ux-designer-mumbai-jobs;636 Ui Ux Designer Mumbai jobs in India - LinkedIn;;India;onsite;Mid;full_time;;;UI/UX Designer - Figma. TransOrg Analytics. Delhi Cantonment, Delhi, India ... ISKCON Bangalore. Bengaluru, Karnataka, India. Actively Hiring. 1 week ago. UI/UX ...;"[""designer"",""mumbai"",""india"",""linkedin"",""figma."",""transorg"",""analytics."",""delhi"",""cantonment"",""iskcon"",""bangalore."",""bengaluru""]";Data Science;;2026-05-07 03:45:07.731+00;true;"{""search_query"":""UI UX designer jobs Bangalore Mumbai Delhi 2026""}";2026-05-02 03:45:10.462073+00
355609fd-ae08-4ac6-8e83-ebd71301a8b3;firecrawl;https://in.indeed.com/q-marketing-internship-india-l-remote-jobs.html;300 Marketing Internship India Job Vacancies in Remote | Indeed;;India;remote;Entry;internship;;;Digital Marketing Internships (Freshers) ... * Mode: Work from home * Duration: 3 months * Stipend: Unpaid * Tools: Google Ads, Analytics, Meta Ads Pay: ₹3,800.00 ...;"[""marketing"",""internship"",""india"",""vacancies"",""remote"",""indeed"",""digital"",""internships"",""freshers"",""mode"",""home"",""duration""]";Data Science;;2026-05-19 03:45:06.303+00;true;"{""search_query"":""marketing internship India 2026 remote stipend""}";2026-05-02 03:45:12.075014+00
c61cf8ad-04be-4be0-aa8f-8caf7f32a9a2;firecrawl;https://www.foundit.in/search/ui-ux-designer-jobs-in-delhi;228 Ui Ux Designer Jobs in Delhi - Foundit.in;;India;onsite;Mid;full_time;;;Jobs in Top Locations. Ui Ux Designer Jobs in Delhi · Ui Ux Designer Jobs in Bengaluru / Bangalore · Ui Ux Designer Jobs in Mumbai · Ui Ux Designer ...;"[""designer"",""delhi"",""foundit.in"",""top"",""locations."",""bengaluru"",""bangalore"",""mumbai""]";Data Science;;2026-05-17 03:45:06.1+00;true;"{""search_query"":""UI UX designer jobs Bangalore Mumbai Delhi 2026""}";2026-05-02 03:45:10.519914+00
ba4cc75d-480c-4bc0-bbdf-f271515a4f27;firecrawl;https://www.remoterocketship.com/jobs/data-analyst/;Remote Data Analyst Jobs – Apply Now | RemoteRocketship.com;;India;remote;Mid;full_time;;;Search 1153 data analyst remote jobs. Apply to flexible positions like product data analyst, business intelligence analyst, quantitative analyst.;"[""remote"",""data"",""analyst"",""now"",""remoterocketship.com"",""search"",""jobs."",""flexible"",""positions"",""like"",""product"",""business""]";Data Science;;2026-05-21 03:45:05.934+00;true;"{""search_query"":""data analyst jobs India fresher remote 2026""}";2026-05-21 03:45:05.923568+00
3c13a0da-b3a7-46b3-b887-c1ee61255fc7;firecrawl;https://internshala.com/jobs/ui-ux-jobs/;146 UI/UX Jobs - Internshala;;India;onsite;Entry;internship;;;Apply for 146 ui/ux jobs jobs on Internshala. Explore the latest ui/ux job vacancies & openings in India across the top companies.;"[""internshala"",""internshala."",""explore"",""latest"",""vacancies"",""openings"",""india"",""across"",""top"",""companies.""]";Design;;2026-05-25 03:45:10.457+00;true;"{""search_query"":""UI UX designer jobs Bangalore Mumbai Delhi 2026""}";2026-05-02 03:45:10.554431+00
ec6505f1-7dae-449a-ac43-eed173a68a77;firecrawl;https://www.skillindiadigital.gov.in/internship;Internship Program | Free & Paid Internships for Students and Freshers;;India;onsite;Entry;internship;;;Join our Internship Program offering free and paid internships for students, graduates, and freshers. Gain real-world experience, enhance your skills, ...;"[""internship"",""program"",""free"",""paid"",""internships"",""students"",""freshers"",""join"",""offering"",""graduates"",""freshers."",""gain""]";Data Science;;2026-05-25 03:45:12.474+00;true;"{""search_query"":""marketing internship India 2026 remote stipend""}";2026-05-02 03:45:12.210622+00
9a450844-daff-4696-8572-fe9d2fde592b;firecrawl;https://internshala.com/internships/work-from-home-digital-marketing-internships/;Top 636 Work From Home Digital Marketing Internships - Internshala;;India;onsite;Entry;internship;;;Find 636 digital marketing work from home internships across India at Internshala. Apply to the latest digital marketing online internships for students.;"[""top"",""home"",""digital"",""marketing"",""internships"",""internshala"",""find"",""across"",""india"",""internshala."",""latest"",""online""]";Marketing;;2026-05-25 03:45:12.527+00;true;"{""search_query"":""marketing internship India 2026 remote stipend""}";2026-05-02 03:45:12.128323+00
14f048bc-b908-40d0-85a7-45ea2cbfde83;firecrawl;https://www.glassdoor.co.in/Job/paid-marketing-internship-remote-jobs-SRCH_KO0,32.htm;193 Paid marketing internship remote jobs in India | Glassdoor;;India;remote;Entry;internship;;;"193 Paid marketing internship remote jobs in India ; One Impression · Research Associate Intern (Reels & Content Rating) · Easy Apply ; Weekday · Business ...";"[""paid"",""marketing"",""internship"",""remote"",""india"",""glassdoor"",""one"",""impression"",""research"",""associate"",""intern"",""reels""]";Data Science;;2026-05-17 03:45:06.791+00;true;"{""search_query"":""marketing internship India 2026 remote stipend""}";2026-05-02 03:45:12.15462+00
fa4cb90f-8a90-448c-a4ae-d646b04ebe57;firecrawl;https://www.makeintern.com/internships/virtual-internship;Virtual Internships 2026, Virtual Internships in India - MakeIntern;;India;onsite;Entry;internship;;;"Internship Type: Virtual Internships; Location(s): Delhi; Stipend : Rs. 6000-7000. Apply More. Date: 17-02-2026 Apply By: 17-04-2026 Marketing ...";"[""virtual"",""internships"",""india"",""makeintern"",""internship"",""type"",""location"",""delhi"",""stipend"",""rs."",""more."",""date""]";Marketing;;2026-05-25 03:45:12.575+00;true;"{""search_query"":""marketing internship India 2026 remote stipend""}";2026-05-02 03:45:12.182574+00
fad97e94-ee09-436e-9912-11972b2037bf;firecrawl;https://bebee.com/in/jobs/role/marketing-internship;1412+ Marketing Internship Jobs in India 2026 | Salaries & Apply;;India;onsite;Entry;internship;;;The estimated salary for Marketing Internship in India ranges from ₹6,05,000 to ₹9,10,000 INR per year, depending on experience and location. How many Marketing ...;"[""marketing"",""internship"",""india"",""salaries"",""estimated"",""salary"",""ranges"",""inr"",""per"",""year"",""depending"",""experience""]";Marketing;;2026-05-24 03:45:10.702+00;true;"{""search_query"":""marketing internship India 2026 remote stipend""}";2026-05-02 03:45:12.105035+00
c8334413-0c57-4e30-8f7b-98811f6b0b9c;firecrawl;https://in.linkedin.com/jobs/software-engineer-entry-level-jobs;143 Software Engineer Entry Level jobs in India - LinkedIn;;India;onsite;Entry;full_time;;;143 Software Engineer Entry Level Jobs in India · Junior Software Engineer · Entry Level Software Engineer · React + Java · Junior Software Engineer · HTML/CSS ...;"[""software"",""engineer"",""entry"",""level"",""india"",""linkedin"",""junior"",""react"",""java"",""html"",""css""]";Technology;;2026-05-19 03:45:04.03+00;true;"{""search_query"":""entry level software engineer jobs India 2026 site:linkedin.com/jobs OR site:naukri.com OR site:instahyre.com""}";2026-05-02 02:13:24.608863+00
a947d172-bb1b-495c-9392-d6cf8ff22eae;firecrawl;https://www.naukri.com/data-analyst-freshers-jobs;77177 Data Analyst Freshers Job Vacancies In May 2026 - Naukri.com;;India;onsite;Entry;full_time;;;"Data Analyst Freshers jobs ; Fresher - Data Analyst. Automotive Manufacturers (AMPL) · Kanchipuram ; Data Analyst. MNC · Pimpri-Chinchwad, Pune ; Data ...";"[""data"",""analyst"",""freshers"",""vacancies"",""may"",""naukri.com"",""fresher"",""analyst."",""automotive"",""manufacturers"",""ampl"",""kanchipuram""]";Data Science;;2026-05-23 03:45:05.136+00;true;"{""search_query"":""data analyst jobs India fresher remote 2026""}";2026-05-02 02:13:27.005688+00
cd13ab68-95e7-43e3-940e-b99e17879971;firecrawl;https://www.naukri.com/data-analyst-jobs;28723 Data Analyst Jobs Vacancies - Naukri.com;;India;onsite;Mid;full_time;;;Apply To 28723 Data Analyst Jobs On Naukri.com, India's No.1 Job Portal. Explore Data Analyst Job Vacancies In Your Desired Locations Now!;"[""data"",""analyst"",""vacancies"",""naukri.com"",""india"",""no."",""portal."",""explore"",""desired"",""locations"",""now""]";Data Science;;2026-05-25 03:45:08.554+00;true;"{""search_query"":""data analyst jobs India fresher remote 2026""}";2026-05-25 03:45:08.619082+00
2b7bdfc0-b5bc-4026-9bd9-16bb821b71be;firecrawl;https://in.linkedin.com/jobs/associate-product-manager-jobs;Associate Product Manager jobs in India - Bengaluru - LinkedIn;;India;onsite;Leadership;full_time;;;4,000+ Associate Product Manager Jobs in India · 1 week ago. Product Manager. Product Manager. BharatPe. Gurugram, Haryana, India. Actively Hiring · 2 days ago.;"[""associate"",""product"",""manager"",""india"",""bengaluru"",""linkedin"",""week"",""ago."",""manager."",""bharatpe."",""gurugram"",""haryana""]";Product;;2026-05-23 03:45:06.894+00;true;"{""search_query"":""product manager associate jobs India 2026""}";2026-05-02 03:45:13.946053+00
6ad0ec0e-cdf9-4552-ba1f-15590a012d69;firecrawl;https://www.glassdoor.co.in/Job/india-associate-product-manager-jobs-SRCH_IL.0,5_IN115_KO6,31.htm;414 associate product manager jobs in India, May 2026 | Glassdoor;;India;onsite;Leadership;full_time;;;414 Associate product manager jobs in India · Soranova Technologies Private Limited. Associate product manager · FutureBlink. Associate Product Manager · IoT ...;"[""associate"",""product"",""manager"",""india"",""may"",""glassdoor"",""soranova"",""technologies"",""private"",""limited."",""futureblink."",""iot""]";Product;;2026-05-19 03:45:06.955+00;true;"{""search_query"":""product manager associate jobs India 2026""}";2026-05-02 03:45:14.001565+00
e402d39d-e39f-4418-9696-8f52c04623d2;firecrawl;https://wellfound.com/role/l/product-manager/india;Product Manager Jobs in India - 2026 - Wellfound;;India;onsite;Leadership;full_time;;;Find the best Product Manager jobs in India in 2026! Apply to all of them with a single profile and get in touch with hiring managers directly on ...;"[""product"",""manager"",""india"",""wellfound"",""find"",""best"",""all"",""them"",""single"",""profile"",""get"",""touch""]";Product;;2026-05-25 03:45:14.266+00;true;"{""search_query"":""product manager associate jobs India 2026""}";2026-05-02 03:45:14.05509+00
8d82d873-d9c2-4a3f-ab09-cf7bdfce8e72;firecrawl;https://www.foundit.in/search/associate-product-manager-jobs-in-mumbai;Associate Product Manager Jobs in Mumbai - Foundit.in;;India;onsite;Leadership;full_time;;;Showing 29 results For. Associate Product Manager Jobs in Mumbai. Quick Apply. Associate Product Manager-Credit Cards. IDFC FIRST Bank.;"[""associate"",""product"",""manager"",""mumbai"",""foundit.in"",""showing"",""results"",""for."",""mumbai."",""quick"",""apply."",""manager-credit""]";Data Science;;2026-05-09 03:45:09.616+00;true;"{""search_query"":""product manager associate jobs India 2026""}";2026-05-02 03:45:14.125734+00
55a0156e-f70c-4241-8787-a2522ccc4920;firecrawl;https://careers.recruitcrm.io/17712190853810129269dFC;Customer Success Associate -2026 (India) - Recruit CRM Careers;;India;remote;Mid;full_time;;;Customer Success Associate -2026 (India) · Fully remote (You can work from anywhere) · Sponsored Learning and Development Program · Annual company-wide ...;"[""customer"",""success"",""associate"",""india"",""recruit"",""crm"",""careers"",""fully"",""remote"",""can"",""anywhere"",""sponsored""]";Design;;2026-05-23 03:45:07.409+00;true;"{""search_query"":""customer success jobs India remote 2026""}";2026-05-02 03:45:15.879894+00
68f1f884-7908-462f-b173-d4b427a019c6;firecrawl;https://in.indeed.com/q-associate-product-manager-jobs.html;Associate Product Manager jobs - Indeed;;India;onsite;Leadership;full_time;;;Prior experience in a product-based company. Align product roadmap with business goals and customer needs. 2–3 years of experience in product management.;"[""associate"",""product"",""manager"",""indeed"",""prior"",""experience"",""product-based"",""company."",""align"",""roadmap"",""business"",""goals""]";Product;;2026-05-24 03:45:12.616+00;true;"{""search_query"":""product manager associate jobs India 2026""}";2026-05-02 03:45:14.083315+00
6650e46f-631b-4a99-97fd-1c1553da8b5f;firecrawl;https://in.indeed.com/q-associate-product-manager-l-mumbai,-maharashtra-jobs.html;5,000 Associate Product Manager Job Vacancies in Mumbai ...;;India;onsite;Leadership;full_time;;;5263 Associate Product Manager jobs available in Mumbai, Maharashtra on Indeed.com.;"[""associate"",""product"",""manager"",""vacancies"",""mumbai"",""available"",""maharashtra"",""indeed.com.""]";Data Science;;2026-05-03 03:45:07.28+00;true;"{""search_query"":""product manager associate jobs India 2026""}";2026-05-02 03:45:14.028026+00
527652e0-0a5e-4919-98e4-2f9ab8daa94d;firecrawl;https://in.linkedin.com/jobs/customer-success-remote-jobs;1,000+ Customer Success Remote jobs in India (90 new) - LinkedIn;;India;remote;Leadership;full_time;;;1,000+ Customer Success Remote Jobs in India (90 new) · Customer Service Specialist · Customer Success Manager · CUSTOMER SUCCESS ASSOCIATE · Customer Success ...;"[""customer"",""success"",""remote"",""india"",""linkedin"",""service"",""specialist"",""manager"",""associate""]";Customer Success;;2026-05-03 03:45:07.828+00;true;"{""search_query"":""customer success jobs India remote 2026""}";2026-05-02 03:45:15.857166+00
