id;name;platform;url;domain;description;difficulty;duration;avg_rating;price_range;demand_level;avg_salary_usd;growth_trajectory;soft_skills;interests;countries_in_demand;icon_emoji;keywords;related_industries;related_sectors;related_domains;related_careers;related_job_roles;related_skills;related_subjects;related_universities;related_courses;related_countries;created_at
49c16c4e-aa15-4e0d-8171-d2dbc96a65df;Justice with Michael Sandel;edX;https://www.edx.org/course/justice;Humanities;Harvard's famous ethics course;Intermediate;12 weeks;;Free / Verified;High;$80,000;Strong Growth;"[""empathy"",""research"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""precision"",""creativity"",""discipline"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""service"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Analytical Thinking"",""Innovation"",""innovation"",""systems thinking"",""Communication"",""Attention to Detail""]";"[""medicine"",""health"",""biology"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""making"",""beauty"",""fashion"",""psychology"",""sports"",""Personal Growth"",""Mental Health"",""Psychology"",""Self-Improvement"",""Human Behavior"",""policy"",""math""]";"[""USA"",""India"",""UK"",""Canada"",""Australia"",""Germany""]";📖;"[""ethics"",""harvard"",""sandel""]";;;"[""Philosophy"",""Bioethics"",""Criminal Justice"",""Islamic Studies"",""Gender Studies"",""Archaeology""]";;;[];"[""Christian Theology""]";"[""Jamia Millia Islamia""]";;"[""Andorra"",""El Salvador""]";2026-04-18 01:09:25.053447+00
a27b86af-e580-46ae-9caf-0e0bab42ff3c;Agile with Atlassian Jira;Coursera;https://www.coursera.org/learn/agile-atlassian-jira;Management;Agile workflows in Jira;Beginner;9 hours;;Paid;High;$80K-$200K;Stable;"[""analytical"",""Leadership"",""Organization"",""organization"",""safety"",""design"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Analytical Thinking"",""Innovation"",""Attention to Detail"",""Logical Thinking"",""research"",""Problem Solving"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""languages"",""service"",""planning""]";"[""business"",""Business"",""Management"",""Productivity"",""events"",""ocean"",""home"",""math"",""technology"",""Data"",""Technology"",""Visuals"",""Data Science"",""AI"",""Mathematics"",""Science"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports""]";"[""USA"",""UK"",""Australia"",""Canada"",""Germany"",""India""]";📖;"[""agile"",""jira"",""scrum""]";;;"[""Product Management"",""Project Management""]";"[""Product Management""]";;"[""Agile / Scrum"",""Agile Coaching"",""Cassandra""]";;[];;;2026-04-18 01:09:25.053447+00
d1575903-3959-4159-9dc3-f988b5b55a0e;Machine Learning;Coursera;https://www.coursera.org/learn/machine-learning;Artificial Intelligence;An introduction to machine learning, including supervised learning, unsupervised learning, and best practices for making machine learning applications.;Intermediate;11 weeks;4.8;$49/month subscription;High;$120,000;High;"[""Problem Solving"",""Analytical Thinking""]";"[""Technology"",""Science""]";"[""USA"",""UK"",""Germany""]";🤖;"[""machine learning"",""AI"",""data science""]";"[""Technology"",""Healthcare"",""Finance"",""Artificial Intelligence & Machine Learning"",""Machine Tools"",""E-learning Platforms"",""Internet of Things"",""Online Gaming""]";"[""Software Development"",""Data Analytics"",""Research"",""Continuous Learning"",""Distance Learning"",""Online Learning"",""AI Tooling""]";"[""Data Science"",""Data Science & Analytics"",""Statistics"",""Artificial Intelligence""]";"[""Machine Learning Engineer"",""Data Scientist"",""AI Researcher"",""Artificial Intelligence"",""Data Science""]";"[""ML Engineer"",""Data Scientist"",""AI Developer"",""Machine Learning Engineer"",""Machine Learning Platform Engineer""]";"[""Scikit-learn"",""TensorFlow"",""Python"",""Machine Learning"",""Deep Learning"",""Federated Learning""]";"[""Computer Science"",""Mathematics"",""Statistics"",""Artificial Intelligence""]";"[""University of Helsinki"",""Carnegie Mellon University"",""University of Toronto"",""Stanford University"",""University of Washington"",""KAIST"",""University of Edinburgh"",""University of Amsterdam"",""Nanyang Technological University"",""Banaras Hindu University""]";"[""Deep Learning Specialization"",""Data Science Specialization"",""Machine Learning by Andrew Ng"",""Machine Learning - Andrew Ng"",""PyTorch for Deep Learning Bootcamp"",""Learning How to Learn"",""Reinforcement Learning""]";"[""USA"",""India"",""Canada"",""Guinea"",""Guinea-Bissau""]";2026-04-14 04:57:00.326541+00
7eaef322-0bd2-4955-a9f9-5626f581dca9;PyTorch for Deep Learning Bootcamp;Udemy;https://www.udemy.com/course/pytorch-for-deep-learning/;AI;Deep learning with PyTorch;Intermediate;50 hours;;Paid;High;100000;Rapidly Growing;"[""research"",""analytical"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Logical Thinking"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""precision"",""patience"",""planning"",""negotiation"",""problem-solving"",""Technical Aptitude"",""Curiosity"",""Forward Thinking""]";"[""technology"",""math"",""Technology"",""Science"",""Data Science"",""AI"",""Mathematics"",""Data"",""Business"",""Visuals"",""Productivity"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""making"",""food"",""engineering"",""property""]";"[""USA"",""UK"",""Germany"",""Canada"",""Australia"",""India""]";📖;"[""pytorch"",""dl""]";"[""Artificial Intelligence & Machine Learning"",""E-learning Platforms""]";"[""Continuous Learning"",""Distance Learning"",""Online Learning""]";[];;"[""Machine Learning Engineer"",""Machine Learning Platform Engineer""]";"[""LLM Fine-tuning"",""Deep Learning"",""Prompt Engineering"",""Vector Databases"",""Natural Language Processing"",""LangChain"",""TensorFlow"",""PyTorch"",""Computer Vision"",""Machine Learning"",""Federated Learning"",""DeepSpeed""]";;[];"[""Deep Learning Specialization"",""Machine Learning by Andrew Ng"",""Machine Learning"",""The Complete Android App Development Bootcamp"",""The Complete Python Bootcamp From Zero to Hero in Python"",""The Complete iOS App Development Bootcamp"",""The Complete SQL Bootcamp 2024"",""The Complete Productivity Bootcamp"",""Solidity Developer Bootcamp"",""Blender 3D Modeling Bootcamp"",""Learning How to Learn"",""Machine Learning - Andrew Ng"",""Reinforcement Learning""]";;2026-04-18 01:09:25.053447+00
0d40ce67-18ef-4866-a3e0-7e2b6c80b0f7;Cracking the Coding Interview;LeetCode;https://leetcode.com/;Computer Science;Prep for FAANG-style interviews;Intermediate;Self-paced;;Free / Premium;Very High;$85,000;Stable with leadership paths;"[""empathy"",""creativity"",""communication"",""organization"",""safety"",""design"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Analytical Thinking"",""Innovation"",""Attention to Detail"",""Organization"",""Logical Thinking"",""research"",""Problem Solving"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""languages""]";"[""education"",""technology"",""teaching"",""events"",""ocean"",""home"",""math"",""Data"",""Technology"",""Business"",""Visuals"",""Data Science"",""AI"",""Productivity"",""Mathematics"",""Science"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports""]";"[""USA"",""UK"",""Canada"",""Australia"",""Germany"",""India""]";📖;"[""coding interview"",""dsa"",""leetcode""]";"[""IT Services""]";"[""Coding Education"",""Algorithmic Trading""]";"[""Computer Science""]";;;"[""Bitcoin Scripting""]";;[];;;2026-04-18 01:09:25.053447+00
979e2987-b8e8-40cc-8adb-e4f25b3423f5;Embedded Systems with ESP32;;;General;;;;;;High;$75,000;From analyst to CFO track;"[""analytical"",""precision"",""Numeracy"",""Attention to Detail"",""Organization"",""Leadership"",""organization"",""safety"",""design"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Analytical Thinking"",""Innovation"",""Logical Thinking"",""research"",""Problem Solving"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""languages""]";"[""finance"",""Finance"",""Business"",""Accounting"",""Numbers"",""Management"",""Productivity"",""Data"",""events"",""ocean"",""home"",""math"",""technology"",""Technology"",""Visuals"",""Data Science"",""AI"",""Mathematics"",""Science"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability""]";"[""USA"",""UK"",""Australia"",""Canada"",""Germany"",""India""]";📖;;;"[""Embedded Finance""]";"[""Embedded Systems"",""Information Systems""]";;"[""Embedded Linux Engineer""]";"[""ESP32 Firmware""]";;;;;2026-04-27 04:22:06.830109+00
ea0d73f0-e7e2-42d9-b437-1272ead933bd;Introduction to Artificial Intelligence;Coursera;https://www.coursera.org/learn/introduction-to-artificial-intelligence;Artificial Intelligence;A broad overview of artificial intelligence, its history, current trends, and future potential.;Beginner;15 hours;4.6;$49/month subscription;High;$110,000;High;"[""Curiosity"",""Forward Thinking""]";"[""Technology"",""AI"",""Future""]";"[""USA"",""Germany"",""UK""]";💡;"[""AI"",""artificial intelligence"",""technology trends""]";"[""Technology"",""Automation"",""Research"",""Artificial Intelligence"",""Artificial Intelligence & Machine Learning"",""Internet of Things""]";"[""Software Development"",""Data Science"",""Robotics""]";"[""Robotics"",""Machine Learning"",""Artificial Intelligence""]";"[""AI Engineer"",""Machine Learning Specialist"",""Robotics Engineer"",""Artificial Intelligence""]";"[""AI Researcher"",""AI Developer"",""Data Scientist"",""Intelligence Analyst""]";"[""Algorithm Design"",""Python"",""Machine Learning Concepts"",""Artificial Intelligence"",""Emotional Intelligence"",""ARKit""]";"[""Computer Science"",""Mathematics"",""Philosophy"",""Artificial Intelligence""]";"[""University of Helsinki"",""KAIST"",""Nanyang Technological University"",""University of Toronto"",""University of Washington"",""University of Edinburgh"",""Carnegie Mellon University"",""Stanford University"",""University of Amsterdam"",""Jamia Millia Islamia""]";"[""Machine Learning"",""Deep Learning Specialization"",""Introduction to Computer Science and Programming Using Python"",""Introduction to Probability and Data"",""Introduction to Psychology"",""Introduction to Data Analysis Using Excel"",""Introduction to Digital Marketing"",""Introduction to Project Management"",""Introduction to Financial Accounting"",""Introduction to Accounting"",""Introduction to Philosophy"",""Stanford Introduction to Food and Health"",""Introduction to Sustainability""]";"[""USA"",""Canada"",""UK""]";2026-04-14 04:57:03.74128+00
ad44996a-560b-4397-a04d-af5ae8be78c3;Introduction to Accounting;Coursera;https://www.coursera.org/learn/introduction-accounting;Accounting;Learn the basic principles of accounting, including debits, credits, and the accounting equation.;Beginner;11 hours;4.5;$49/month subscription;Medium;$60,000;Medium;"[""Numeracy"",""Organization""]";"[""Finance"",""Business"",""Numbers""]";"[""USA"",""UK"",""Australia""]"; bookkeeping;"[""accounting"",""bookkeeping"",""finance""]";"[""Finance"",""Small Business"",""Retail"",""FinTech""]";"[""Accounting Clerk"",""Bookkeeping"",""Accounts Payable/Receivable"",""Accounting & Tax""]";"[""General Ledger"",""Financial Accounting"",""Bookkeeping Principles"",""Accounting & Finance""]";"[""Bookkeeper"",""Accounting Clerk"",""Accounts Payable Representative"",""Accounting & Finance"",""Accountant"",""Financial Analyst"",""Investment Banking""]";"[""Junior Accountant"",""Finance Assistant"",""AP/AR Clerk""]";"[""Financial Modeling"",""Debits and Credits"",""Bookkeeping"",""Financial Record Keeping"",""Accounting""]";"[""Accounting"",""Business"",""Finance""]";"[""University of Illinois Urbana-Champaign"",""Brigham Young University"",""George Washington University""]";"[""Introduction to Financial Accounting"",""Managerial Accounting"",""Introduction to Data Analysis Using Excel"",""Introduction to Project Management"",""Introduction to Digital Marketing"",""Introduction to Psychology"",""Introduction to Probability and Data"",""Introduction to Computer Science and Programming Using Python"",""Introduction to Artificial Intelligence"",""Stanford Introduction to Food and Health"",""Introduction to Sustainability"",""Introduction to Philosophy""]";"[""USA"",""UK"",""Canada"",""Antigua and Barbuda""]";2026-04-14 04:57:05.257593+00
5ec4ca4e-6aae-4eb7-a85f-054bf2b6d187;LangChain for LLM Application Development;DeepLearning.AI;https://learn.deeplearning.ai/;AI;Building LLM apps with LangChain;Intermediate;1 hour;;Free;Very High;$55K-$140K;High;"[""problem-solving"",""Problem Solving"",""Attention to Detail"",""Collaboration"",""negotiation"",""Logical Thinking"",""planning"",""Analytical Thinking"",""Leadership"",""Organization"",""creativity"",""Creativity"",""systems thinking"",""Technical Aptitude"",""organization"",""safety"",""design"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Innovation"",""research"",""innovation""]";"[""technology"",""coding"",""Technology"",""Mobile Apps"",""Programming"",""Web Development"",""Coding"",""property"",""Computers"",""Computer Science"",""engineering"",""Security"",""Business"",""Management"",""Productivity"",""Data"",""fashion"",""design"",""art"",""arts"",""Design"",""Art"",""Visuals"",""Cloud Computing""]";"[""USA"",""India"",""UK"",""Canada"",""Germany"",""Australia""]";📖;"[""langchain"",""llm"",""genai""]";"[""Software Development""]";"[""Software Development"",""Application Security"",""Game Development"",""Property Development""]";"[""Game Development"",""Telecommunications""]";"[""Game Development""]";"[""Application Security Engineer""]";"[""LLM Fine-tuning"",""Deep Learning"",""Prompt Engineering"",""Vector Databases"",""Natural Language Processing"",""LangChain"",""TensorFlow"",""PyTorch"",""Computer Vision"",""Blockchain Development"",""Research & Development"",""ClickHouse""]";"[""Web Development"",""Mobile Development"",""Child Development""]";[];"[""The Complete Android App Development Bootcamp"",""The Complete iOS App Development Bootcamp"",""Full Stack Web Development with React"",""Android App Development with Kotlin"",""Game Development with Unity"",""CKAD - Kubernetes Application Developer"",""iOS App Development with Swift"",""English for Career Development""]";;2026-04-18 01:09:25.053447+00
fbcd4a4d-b0be-4790-b810-081cf6cf13d5;Data Visualization with Tableau;Coursera;https://www.coursera.org/learn/tableau-data-visualization;Data Analysis;Learn to create compelling data visualizations using Tableau to communicate insights effectively.;Beginner;10 hours;4.7;$49/month subscription;High;$75,000;High;"[""Communication"",""Analytical Skills""]";"[""Data"",""Business"",""Visuals""]";"[""USA"",""UK"",""Australia""]";📊;"[""data visualization"",""tableau"",""business intelligence""]";"[""Business"",""Marketing"",""Finance"",""Data Science & Analytics"",""Data Analytics""]";"[""Business Intelligence"",""Data Analytics"",""Reporting"",""Data Science & Analytics"",""Data Centers"",""Architectural Visualization""]";"[""Data Visualization"",""Business Intelligence"",""Data Analysis"",""Data Science & Analytics"",""Data Engineering""]";"[""Data Analyst"",""Business Intelligence Analyst"",""Data Scientist"",""Data Science"",""Data Engineer""]";"[""BI Developer"",""Data Visualization Specialist"",""Report Developer"",""Data Scientist"",""Data Engineer"",""Healthcare Data Analyst"",""Data Engineer - Streaming""]";"[""Tableau"",""Data Storytelling"",""Dashboard Design"",""Data Visualization"",""Data Analysis""]";"[""Data Science"",""Business Analytics"",""Information Technology"",""Data Structures""]";"[""University of California, Davis""]";"[""Data Analysis and Visualization Foundations"",""Fundamentals of Visualization with Python"",""Introduction to Data Analysis Using Excel"",""Data Science: [University Name] Course"",""Advanced Data Science with IBM"",""Introduction to Probability and Data"",""SQL for Data Analysis"",""IBM Data Science Professional Certificate"",""Google Data Analytics Certificate"",""Tableau Desktop Specialist"",""Data Structures & Algorithms in Python"",""Applied Data Science with Python"",""Python for Data Science"",""Azure Data Engineer Associate"",""PySpark for Big Data""]";"[""USA"",""UK"",""Canada""]";2026-04-14 04:57:05.068222+00
7382b3bd-74f7-405a-860d-e77d802a113d;Data Science: [University Name] Course;edX;https://www.edx.org/course/data-science-mitx-analytics-edge;Data Science;An introduction to data science concepts and tools, including data visualization, statistical modeling, and machine learning.;Intermediate;16 weeks;4.6;$50-$300;High;$110,000;High;"[""Analytical Skills"",""Critical Thinking""]";"[""Data"",""Technology"",""Business""]";"[""USA"",""UK"",""Canada""]";📊;"[""data science"",""analytics"",""statistics""]";"[""Finance"",""Technology"",""Marketing"",""Data Science & Analytics"",""Data Analytics""]";"[""Business Intelligence"",""Data Engineering"",""Research & Development"",""Data Science & Analytics"",""Data Centers""]";"[""Data Science & Analytics"",""Machine Learning"",""Statistics"",""Mathematics"",""Actuarial Science"",""Supply Chain Analytics"",""Data Analysis"",""Computer Science"",""Data Engineering"",""Cognitive Science"",""Environmental Science"",""Forensic Science"",""Materials Science"",""Sports Science""]";"[""Data Scientist"",""Business Analyst"",""Data Engineer"",""Data Science"",""Environmental Science"",""Sports Science & Management"",""Veterinary Science""]";"[""Data Analyst"",""BI Developer"",""Statistical Modeler"",""Data Scientist"",""Data Engineer"",""Data Engineer - Streaming"",""Healthcare Data Analyst""]";"[""dbt"",""Statistics"",""R"",""R Programming"",""SQL"",""Python"",""Data Visualization"",""Data Analysis"",""Environmental Science""]";"[""Statistics"",""Computer Science"",""Mathematics"",""Data Science"",""Environmental Science"",""Data Structures"",""Materials Science"",""Political Science"",""Cognitive Science"",""Sports Science"",""Veterinary Science""]";"[""MIT"",""Hong Kong University of Science and Technology"",""Cochin University of Science and Technology"",""Korea Advanced Institute of Science and Technology"",""Indian Institute of Science"",""University of Vienna"",""Brown University"",""Ohio State University""]";"[""Introduction to Python for Data Science"",""Machine Learning for Everyone"",""Introduction to Probability and Data"",""Advanced Data Science with IBM"",""Introduction to Data Analysis Using Excel"",""Introduction to Computer Science and Programming Using Python"",""Data Visualization with Tableau"",""IBM Data Science Professional Certificate"",""SQL for Data Analysis"",""Google Data Analytics Certificate"",""The Science of Well-Being"",""Applied Data Science with Python"",""Python for Data Science"",""CS50: Introduction to Computer Science""]";"[""USA"",""UK"",""Germany""]";2026-04-14 04:57:00.897535+00
2f38d906-dd94-4f58-803f-5318d9429420;Disruptive Strategy;HBS Online;https://online.hbs.edu/courses/disruptive-strategy/;Business;Innovation strategy by Clayton Christensen;Advanced;6 weeks;;Paid;High;$120,000;Stable;"[""analytical"",""Numeracy"",""Attention to Detail"",""Organization"",""Leadership"",""service"",""precision"",""creativity"",""Communication"",""Creativity"",""planning"",""systems thinking"",""Technical Aptitude"",""Problem Solving"",""organization"",""negotiation"",""problem-solving"",""Logical Thinking"",""empathy"",""discipline"",""research"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills""]";"[""business"",""finance"",""Finance"",""Business"",""Accounting"",""Numbers"",""Management"",""Productivity"",""Data"",""policy"",""risk"",""law"",""marketing"",""Marketing"",""Online"",""Design"",""Art"",""Visuals"",""content"",""media"",""fashion"",""beauty"",""engineering"",""design""]";"[""USA"",""UK"",""Australia"",""Canada"",""India"",""Germany""]";📖;"[""strategy"",""disruption"",""hbs""]";"[""Consulting - Strategy"",""Automotive""]";;"[""Business Administration""]";"[""Real Estate"",""Human Resources"",""Entrepreneurship"",""Supply Chain & Logistics"",""Accounting & Finance"",""Product Management"",""Investment Banking"",""Marketing & Advertising""]";;"[""Brand Strategy"",""Strategic Planning"",""Excel & Spreadsheets"",""Content Strategy""]";;"[""Hitotsubashi University"",""Brown University"",""Banaras Hindu University"",""Central European University""]";"[""Strategy & Growth Programs""]";;2026-04-18 01:09:25.053447+00
5c6a4092-ba06-4d7d-8480-32b090c41775;iOS App Development with Swift;Udacity;https://www.udacity.com/course/ios-developer-nanodegree--nd003;Mobile;Apple's development stack;Intermediate;4 months;;Paid;High;$55K-$140K;High;"[""problem-solving"",""Problem Solving"",""Attention to Detail"",""Collaboration"",""research"",""analytical"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Logical Thinking"",""Critical Thinking"",""Communication"",""Organization"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""precision"",""patience"",""planning"",""negotiation"",""Technical Aptitude"",""Curiosity""]";"[""technology"",""coding"",""Technology"",""Mobile Apps"",""Programming"",""Web Development"",""Coding"",""math"",""Science"",""Data Science"",""AI"",""Mathematics"",""Data"",""Business"",""Visuals"",""Productivity"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health""]";"[""USA"",""India"",""UK"",""Canada"",""Germany"",""Australia""]";📖;"[""ios"",""swift"",""mobile""]";"[""Software Development""]";"[""Game Development"",""Property Development"",""Software Development""]";"[""Game Development""]";"[""Game Development""]";"[""App Developer""]";"[""Swift"",""React Native"",""Flutter"",""Kotlin"",""Blockchain Development"",""Research & Development"",""Bubble.io""]";"[""Mobile Development"",""Web Development"",""Child Development""]";[];"[""The Complete iOS App Development Bootcamp"",""Android App Development with Kotlin"",""The Complete Android App Development Bootcamp"",""Full Stack Web Development with React"",""LangChain for LLM Application Development"",""Game Development with Unity"",""English for Career Development""]";;2026-04-18 01:09:25.053447+00
27e377bd-b4a6-4c70-8cd6-637cc2ee5916;PMP Certification Prep;PMI;https://www.pmi.org/certifications/project-management-pmp;Management;Project Management Professional;Advanced;3 months;;Paid;Very High;$80K-$200K;Stable;"[""Leadership"",""Organization"",""Attention to Detail"",""organization"",""analytical"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""precision"",""service"",""creativity"",""Creativity"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""empathy"",""research"",""discipline"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills""]";"[""Business"",""Management"",""Productivity"",""Data"",""events"",""business"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""making"",""policy"",""aviation"",""fashion"",""design"",""art"",""arts"",""Design"",""Art""]";"[""USA"",""UK"",""Australia"",""Canada"",""India"",""Germany"",""Congo"",""Dominican Republic"",""Eswatini"",""Kiribati"",""Bosnia and Herzegovina"",""Bhutan"",""Iraq"",""Angola"",""Jamaica""]";📖;"[""pmp"",""pmi""]";"[""Information Technology"",""Construction"",""Construction & Real Estate"",""Non-Profit & NGOs""]";;"[""Business Administration"",""Healthcare Administration"",""Construction Management"",""Entrepreneurship"",""Product Management"",""Welding & Fabrication""]";"[""Entrepreneurship"",""Product Manager"",""Product Management"",""Biomedical Engineer"",""Electrical Engineering"",""Biomedical Engineering"",""Mechanical Engineering""]";"[""Construction Manager"",""Creator Operations Manager"",""Marketing Operations Manager"",""Game Producer"",""Chief Technology Officer"",""Product Manager"",""Project Manager"",""AI Product Manager""]";"[""Negotiation"",""Sales & Negotiation"",""Conflict Mediation"",""Cross-functional Collaboration"",""Problem Solving"",""Critical Thinking"",""Project Management"",""Excel & Spreadsheets"",""Product Management""]";"[""Business Administration"",""Construction Law"",""Operations Management"",""Decision Theory"",""Entrepreneurship""]";[];"[""Scrum Master Certification (PSM I)"",""Scrum Master Certification"",""Hootsuite Social Marketing Certification"",""HubSpot Inbound Marketing Certification"",""First Aid & CPR Certification"",""CFA Level 1 Prep""]";"[""Jamaica""]";2026-04-18 01:09:25.053447+00
cece39e3-53dc-495e-9f48-e2e554b8feed;Advanced React Patterns;;;Software;;;;;;Very High;110000;Rapidly Growing;"[""Creativity"",""Attention to Detail"",""organization"",""safety"",""design"",""analytical"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Analytical Thinking"",""Innovation"",""Organization"",""Logical Thinking"",""research"",""Problem Solving"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""languages"",""service"",""planning""]";"[""Design"",""Art"",""Visuals"",""events"",""ocean"",""home"",""math"",""technology"",""Data"",""Technology"",""Business"",""Data Science"",""AI"",""Productivity"",""Mathematics"",""Science"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports""]";"[""USA"",""UK"",""Australia"",""Canada"",""Germany"",""India""]";📖;;;;;;;"[""React.js"",""React Native"",""Django Rest Framework""]";;"[""Korea Advanced Institute of Science and Technology"",""Institut Polytechnique de Paris""]";"[""Advanced Algorithms - Princeton"",""Advanced Data Science with IBM"",""React Native Bootcamp"",""Next.js & React - The Complete Guide"",""Modern React with Redux"",""React Native - The Practical Guide"",""Full Stack Web Development with React""]";;2026-04-27 04:22:06.830109+00
11c628c9-0140-4782-a1a5-c1d46914110d;Penetration Testing Bootcamp;;;Technology;;;;;;High;$110,000;Steady;"[""precision"",""service"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""research"",""analytical"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""Technical Aptitude"",""Curiosity""]";"[""making"",""policy"",""aviation"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""math"",""Science"",""Data Science"",""AI"",""Mathematics"",""Data"",""Business"",""Visuals"",""Productivity"",""environment"",""Environment"",""Sustainability""]";"[""USA"",""India"",""UK"",""Canada"",""Australia"",""Germany"",""Guinea""]";📖;;;;;;;"[""Containerization""]";;"[""NIT Surathkal""]";"[""Behavioral Design Bootcamp"",""Clean Code Bootcamp"",""Data Storytelling Bootcamp"",""Docker & Kubernetes Bootcamp"",""Flutter Bootcamp"",""Go Programming Bootcamp"",""React Native Bootcamp"",""The Complete Android App Development Bootcamp"",""The Complete Productivity Bootcamp"",""Solidity Developer Bootcamp"",""The Complete iOS App Development Bootcamp"",""The Complete SQL Bootcamp 2024"",""Blender 3D Modeling Bootcamp""]";;2026-04-27 04:22:06.830109+00
b27ed085-4c00-47d1-87b2-ac2c016a1a6b;The Complete Python Bootcamp From Zero to Hero in Python;Udemy;https://www.udemy.com/course/python-the-complete-python-developer-in-2018-from-zero-to-hero/;Programming;A comprehensive Python course for beginners, covering everything from basic syntax to advanced topics like web development and data science.;Beginner;38 hours;4.6;$19.99-$199.99;Very High;$95,000;High;"[""Logical Thinking"",""Problem Solving""]";"[""Technology"",""Computer Science"",""Coding""]";"[""USA"",""India"",""UK""]";🐍;"[""python"",""programming"",""coding""]";"[""Technology"",""Data Science"",""Web Development""]";"[""Software Engineering"",""Data Analysis"",""Automation""]";"[""Data Science"",""Software Engineering"",""Computer Programming"",""Software Development"",""Computer Science""]";"[""Software Developer"",""Data Analyst"",""Python Developer"",""Software Engineering""]";"[""Junior Developer"",""Data Scientist"",""Automation Engineer""]";"[""Algorithms"",""Data Structures"",""Python"",""Python Programming"",""Boto3""]";"[""Computer Science"",""Mathematics"",""Computer Programming""]";"[""ISCTE-IUL Lisbon""]";"[""Python for Everybody Specialization"",""Data Science with Python"",""Introduction to Computer Science and Programming Using Python"",""The Complete iOS App Development Bootcamp"",""The Complete Android App Development Bootcamp"",""The Complete JavaScript Course 2024"",""The Complete SQL Bootcamp 2024"",""The Complete Cyber Security Course"",""The Complete Web Developer Bootcamp"",""The Complete Productivity Bootcamp"",""Data Structures & Algorithms in Python"",""Applied Data Science with Python"",""Python for Data Science""]";"[""USA"",""India"",""Brazil""]";2026-04-14 04:57:05.44705+00
