id;name;country;city;continent;type;ranking_tier;website;keywords;created_at;related_domains;related_subjects;related_sectors;related_careers;related_skills;description;demand_level;avg_salary_usd;growth_trajectory;soft_skills;interests;related_industries;related_job_roles;related_courses;related_countries;popular_courses
0243ad40-ad4f-4b3f-86d1-db01ff9e5d1c;Charles University;Czech Republic;Prague;Europe;Public;Top 300;https://cuni.cz/en;"[""medicine"",""law""]";2026-04-07 04:57:42.096596+00;"[""Islamic Studies"",""Chronobiology""]";"[""Christian Theology""]";[];"[""Medicine"",""Law"",""Judge""]";[];;High;$110,000;Stable;"[""empathy"",""research"",""analytical""]";"[""medicine"",""health"",""biology"",""law"",""Automotive"",""Manufacturing"",""Technology"",""Engineering""]";;;"[""Anatomy Specialization""]";"[""Czech Republic""]";
0932dae8-4f86-49b7-813c-790ba8df9557;University of Chicago;United States;Chicago;North America;Private;Top 20;https://uchicago.edu;"[""UChicago"",""economics"",""business"",""law"",""social sciences""]";2026-03-09 03:34:14.134415+00;"[""Chiropractic"",""Chronobiology""]";"[""Macroeconomics"",""Entrepreneurship"",""Microeconomics"",""Corporate Finance"",""Christian Theology""]";[];"[""Law"",""Judge"",""Entrepreneurship"",""Economist""]";"[""D3.js""]";;High;$60K-$140K;Stable;"[""analytical"",""Leadership"",""Organization"",""Attention to Detail"",""service"",""empathy"",""Numeracy"",""planning"",""negotiation"",""precision"",""Creativity"",""creativity"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""Communication"",""Analytical Thinking"",""communication""]";"[""law"",""Business"",""Management"",""Productivity"",""Data"",""policy"",""psychology"",""risk"",""Finance"",""Accounting"",""engineering"",""property"",""making"",""Design"",""Art"",""Visuals"",""fashion"",""beauty"",""aviation"",""technology"",""coding"",""Technology"",""Programming"",""Computers""]";;;;"[""United States"",""Dominica"",""Iraq""]";
148c016e-8ce3-4912-ae7e-f57a2fb9a592;University of Virginia;United States;Charlottesville;North America;Public;Top 30;https://virginia.edu;"[""UVA"",""business"",""law"",""liberal arts""]";2026-03-09 03:45:11.466537+00;[];"[""Entrepreneurship"",""Corporate Finance""]";[];"[""Law"",""Judge"",""Entrepreneurship""]";[];;High;$110,000;Stable;"[""analytical"",""Leadership"",""Organization"",""Attention to Detail"",""negotiation"",""Numeracy"",""precision"",""creativity"",""Communication"",""Creativity"",""safety"",""Problem Solving"",""Analytical Thinking"",""planning"",""service"",""empathy"",""communication""]";"[""law"",""Business"",""Management"",""Productivity"",""Data"",""property"",""finance"",""Finance"",""Accounting"",""Numbers"",""marketing"",""Marketing"",""Online"",""geology"",""Technology"",""Security"",""Computers"",""operations"",""business"",""policy"",""risk"",""psychology"",""education"",""technology""]";;;;"[""United States"",""Dominica"",""Estonia""]";
5668da3e-af1f-4091-83a9-61f29adcd362;Middlesex University;UK;;;Public;;;[];2026-04-27 04:21:43.856295+00;"[""Cybersecurity"",""Hospitality & Tourism"",""Hospitality Management"",""Nursing"",""Microbiology""]";"[""Cybersecurity"",""Nursing"",""Microbiology""]";"[""Security Services"",""Network Security"",""Application Security""]";"[""Cybersecurity"",""Midwife"",""Nursing"",""UX/UI Design"",""Microbiologist"",""Biotechnology"",""Ethical Hacker"",""Architecture""]";"[""Cybersecurity"",""Cybersecurity Fundamentals"",""Cloud Security"",""Network Security"",""Nursing & Patient Care""]";;High;92000;Stable Growth;"[""research"",""analytical"",""Problem Solving"",""Analytical Thinking"",""Innovation"",""Analytical Skills"",""Logical Thinking"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""innovation"",""systems thinking"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""precision"",""patience"",""planning"",""negotiation"",""problem-solving"",""empathy"",""organization"",""safety""]";"[""technology"",""math"",""Technology"",""Science"",""Data Science"",""AI"",""Mathematics"",""Data"",""Business"",""Visuals"",""Productivity"",""Programming"",""Computers"",""environment"",""Environment"",""Sustainability"",""Personal Growth"",""Mental Health"",""sports"",""health"",""making"",""food"",""engineering"",""property""]";"[""Cybersecurity"",""Cybersecurity Services"",""Identity & Access"",""Information Security"",""Environmental & Sustainability""]";"[""Cybersecurity Analyst"",""Application Security Engineer"",""UX Researcher"",""Biochemist""]";"[""MongoDB University - M001"",""Cybersecurity Fundamentals"",""Cybersecurity Foundations - SANS"",""CompTIA Security+"",""The Complete Cyber Security Course"",""Information Security Manager - CISM""]";"[""United Kingdom""]";
934f6682-dd13-44d8-977e-b52288aebbf7;EPFL;Switzerland;Lausanne;Europe;Public;Top 20;https://epfl.ch;"[""EPFL"",""engineering"",""technology"",""Switzerland""]";2026-03-09 03:45:11.466537+00;"[""Embedded Systems"",""Information Systems"",""Project Management"",""Telecommunications""]";"[""Robotics"",""Electronics Engineering"",""Aerospace Engineering"",""Materials Science"",""Industrial Engineering"",""Acoustics"",""Aerodynamics"",""Atmospheric Sciences"",""Autonomous Systems"",""Ceramic Engineering"",""Climate Modeling""]";"[""Energy Storage"",""Connected Cars""]";"[""Architecture"",""Robotics Engineer"",""Urban Planning""]";"[""AutoCAD"",""Containerization"",""Delta Lake"",""DialogFlow"",""Diffusion Models""]";;High;$65K-$130K;Essential infrastructure demand;"[""precision"",""service"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""research"",""analytical"",""Analytical Thinking"",""Innovation"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""Technical Aptitude""]";"[""making"",""policy"",""aviation"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""environment"",""energy"",""Environment"",""Sustainability"",""math"",""Science"",""Data Science"",""AI"",""Mathematics"",""Data"",""Business"",""Visuals""]";"[""Green Hydrogen"",""Hydropower"",""Cybersecurity""]";"[""Biomedical Engineer"",""DevOps Engineer"",""Petroleum Engineer""]";"[""Machine Learning by Andrew Ng"",""Intro to Quantum Computing"",""Algorithms Specialization - Stanford"",""Microservices with Spring Boot""]";"[""Switzerland""]";
29af197d-d24f-4219-abc3-29fe4df8eca9;Stellenbosch University;South Africa;Stellenbosch;Africa;Public;Top 300;https://sun.ac.za;"[""agriculture"",""business""]";2026-04-07 04:57:42.096596+00;[];"[""Entrepreneurship"",""Corporate Finance""]";[];"[""Entrepreneurship""]";[];;High;105000;Non-linear, high risk/reward;"[""Leadership"",""Organization"",""Attention to Detail"",""negotiation"",""analytical"",""Numeracy"",""precision"",""creativity"",""Communication"",""Creativity"",""safety"",""Problem Solving"",""Analytical Thinking"",""planning"",""service"",""empathy"",""communication""]";"[""Business"",""Management"",""Productivity"",""Data"",""property"",""finance"",""Finance"",""Accounting"",""Numbers"",""marketing"",""Marketing"",""Online"",""geology"",""law"",""Technology"",""Security"",""Computers"",""operations"",""business"",""policy"",""risk"",""psychology"",""education"",""technology""]";;;;"[""South Africa""]";
2b3d5c90-e3d5-4baa-b65b-250fb11d7285;Purdue University;United States;West Lafayette;North America;Public;Top 50;https://purdue.edu;"[""Purdue"",""engineering"",""aerospace"",""agriculture""]";2026-03-09 03:45:11.466537+00;[];"[""Robotics"",""Electronics Engineering"",""Aerospace Engineering"",""Materials Science"",""Industrial Engineering""]";[];"[""Aerospace Engineering""]";[];;High;$65K-$130K;Essential infrastructure demand;"[""service"",""precision"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""research"",""analytical"",""Analytical Thinking"",""Innovation"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""Technical Aptitude""]";"[""policy"",""aviation"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""making"",""environment"",""energy"",""Environment"",""Sustainability"",""math"",""Science"",""Data Science"",""AI"",""Mathematics"",""Data"",""Business"",""Visuals""]";;;;"[""United States""]";
37d00107-c30f-45f5-8aa4-b7fe949a414b;University of Tokyo;Japan;Tokyo;Asia;Public;Top 30;https://u-tokyo.ac.jp;"[""Todai"",""Tokyo"",""engineering"",""sciences"",""medicine"",""Japan""]";2026-03-09 03:34:14.134415+00;[];"[""Robotics"",""Electronics Engineering"",""Aerospace Engineering"",""Materials Science"",""Industrial Engineering""]";[];"[""Medicine""]";[];;High;$65K-$130K;Essential infrastructure demand;"[""empathy"",""research"",""precision"",""service"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""analytical"",""Analytical Thinking"",""Innovation"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience""]";"[""medicine"",""health"",""biology"",""making"",""policy"",""aviation"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""environment"",""energy"",""Environment"",""Sustainability"",""math"",""Science"",""Data Science"",""AI"",""Mathematics""]";;;"[""Anatomy Specialization""]";"[""Japan""]";
35afd9df-fbb9-48ba-9d7d-891b5660c6c5;TISS Mumbai;India;Mumbai;Asia;Public;Top Social;https://tiss.edu;"[""social work"",""public policy""]";2026-04-07 04:57:42.096596+00;[];[];[];"[""Social Work""]";[];;High;$35K-$65K;Essential and rewarding public service;"[""empathy"",""Self-awareness"",""Emotional Intelligence"",""Interpersonal Skills"",""Active Listening"",""service"",""Communication"",""Creativity"",""creativity"",""analytical"",""Leadership"",""Organization"",""Attention to Detail"",""planning"",""precision"",""systems thinking"",""Technical Aptitude"",""Problem Solving"",""negotiation"",""problem-solving"",""Logical Thinking"",""innovation"",""safety"",""Analytical Skills""]";"[""Technology"",""IT Services"",""Manufacturing"",""Healthcare""]";;;;"[""India""]";
6461268d-d423-4e15-879c-bc404c6e761f;ETH Zurich;Switzerland;Zurich;Europe;Public;Top 10;https://ethz.ch;"[""ETH"",""engineering"",""technology"",""sciences"",""Switzerland""]";2026-03-09 03:34:14.134415+00;"[""Cybersecurity"",""Electrical Engineering""]";"[""Robotics"",""Electronics Engineering"",""Aerospace Engineering"",""Materials Science"",""Industrial Engineering"",""Cybersecurity"",""Electrical Machines"",""Electrical Engineering""]";"[""FinTech"",""Fintech Lending"",""Security Services"",""Network Security""]";"[""Ethical Hacker"",""Cybersecurity"",""Electrical Engineering""]";"[""Ethical Hacking"",""Cybersecurity"",""Cloud Security"",""Growth Hacking"",""Network Security"",""Cybersecurity Fundamentals""]";;High;$65K-$130K;Essential infrastructure demand;"[""precision"",""service"",""planning"",""negotiation"",""problem-solving"",""Logical Thinking"",""Problem Solving"",""innovation"",""systems thinking"",""safety"",""Analytical Skills"",""research"",""analytical"",""Analytical Thinking"",""Innovation"",""Critical Thinking"",""Communication"",""Attention to Detail"",""Organization"",""Self-awareness"",""Emotional Intelligence"",""discipline"",""patience"",""Technical Aptitude""]";"[""making"",""policy"",""aviation"",""engineering"",""property"",""technology"",""coding"",""Technology"",""Programming"",""Computers"",""Computer Science"",""Coding"",""environment"",""energy"",""Environment"",""Sustainability"",""math"",""Science"",""Data Science"",""AI"",""Mathematics"",""Data"",""Business"",""Visuals""]";"[""Cybersecurity"",""Information Security"",""Cybersecurity Services"",""Electric Vehicles"",""Electric Utilities""]";"[""Growth Hacker"",""Electrical Engineer"",""Cybersecurity Analyst"",""Application Security Engineer""]";"[""Ethical Hacking - EC Council"",""Certified Ethical Hacker (CEH)"",""CompTIA Security+"",""Growth Hacking Foundations"",""Cybersecurity Fundamentals"",""Cybersecurity Foundations - SANS""]";"[""Switzerland""]";
4104335e-84da-414a-b0e2-bb3f4e7b48ee;Peking University;China;Beijing;Asia;Public;Top 30;https://pku.edu.cn;"[""Peking"",""China"",""humanities"",""sciences"",""law""]";2026-03-09 03:34:14.134415+00;[];[];"[""AI Tooling""]";"[""Law"",""Judge""]";[];;High;$110,000;Partner track or corporate counsel;"[""analytical""]";"[""law"",""Manufacturing Excellence"",""Technological Advancement"",""E-commerce Growth"",""Urban Development"",""Global Trade""]";;;;"[""China""]";
48523cc3-95a7-4f5b-8a9f-f79d6c2d8101;Yale University;United States;New Haven;North America;Private;Top 20;https://yale.edu;"[""Yale"",""law"",""medicine"",""humanities"",""drama""]";2026-03-09 03:34:14.134415+00;[];[];[];"[""Medicine"",""Law"",""Judge""]";[];;High;$110,000;Stable;"[""empathy"",""research"",""analytical""]";"[""medicine"",""health"",""biology"",""law"",""Tech Innovations"",""Financial Markets"",""Healthcare Advancement"",""Sustainability"",""Startups""]";;;"[""Introduction to Psychology"",""The Science of Well-Being"",""Anatomy Specialization"",""AI for Everyone - Coursera"",""Salesforce Administrator""]";"[""United States""]";
512765d8-ffa7-4c4b-af47-fbf78374ef75;Lund University;Sweden;Lund;Europe;Public;Top 100;https://lu.se/english;"[""medicine"",""sciences""]";2026-04-07 04:57:42.096596+00;[];[];[];"[""Medicine""]";[];;Very High;$80,000;Long training, stable high earning;"[""empathy"",""research""]";"[""medicine"",""health"",""biology"",""Technological Innovation"",""Sustainable Solutions"",""Automotive Industry"",""Telecommunications"",""Global Competitiveness""]";;;"[""Anatomy Specialization""]";"[""Sweden"",""Burundi""]";
5dc70f6e-4fc5-463f-bde1-79f536f1dfe7;New York University;United States;New York;North America;Private;Top 30;https://nyu.edu;"[""NYU"",""business"",""arts"",""law"",""NYC""]";2026-03-09 03:45:11.466537+00;[];"[""Entrepreneurship"",""Corporate Finance""]";[];"[""Law"",""Judge"",""Entrepreneurship""]";[];;High;$110,000;Stable;"[""analytical"",""Leadership"",""Organization"",""Attention to Detail"",""negotiation"",""Numeracy"",""precision"",""creativity"",""Communication"",""Creativity"",""safety"",""Problem Solving"",""Analytical Thinking"",""planning"",""service"",""empathy"",""communication""]";"[""law"",""Business"",""Management"",""Productivity"",""Data"",""property"",""finance"",""Finance"",""Accounting"",""Numbers"",""marketing"",""Marketing"",""Online"",""geology"",""Technology"",""Security"",""Computers"",""operations"",""business"",""policy"",""risk"",""psychology"",""education"",""technology""]";;;"[""Photography Basics""]";"[""United States"",""New Zealand""]";
52f445bf-3238-4373-8e08-63d9d6798c7a;University of Hong Kong;Hong Kong;Hong Kong;Asia;Public;Top 30;https://hku.hk;"[""HKU"",""Hong Kong"",""business"",""law"",""medicine""]";2026-03-09 03:34:14.134415+00;[];"[""Entrepreneurship"",""Corporate Finance""]";[];"[""Medicine"",""Law"",""Judge"",""Entrepreneurship""]";[];;High;$110,000;Stable;"[""empathy"",""research"",""analytical"",""Leadership"",""Organization"",""Attention to Detail"",""negotiation"",""Numeracy"",""precision"",""creativity"",""Communication"",""Creativity"",""safety"",""Problem Solving"",""Analytical Thinking"",""planning"",""service"",""communication""]";"[""medicine"",""health"",""biology"",""law"",""Business"",""Management"",""Productivity"",""Data"",""property"",""finance"",""Finance"",""Accounting"",""Numbers"",""marketing"",""Marketing"",""Online"",""geology"",""Technology"",""Security"",""Computers"",""operations"",""business"",""policy"",""risk""]";;;"[""Anatomy Specialization""]";"[""Hong Kong""]";
